Building 60 4-fault (1 ctx + 3 profile) travelplanner_real SYNTHETIC examples (bench_seed=42, scan_limit=8000)...
Built 60 examples. seeds=[0, 1, 2], model=mistral-nemo-12b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
[RETRY] selfcheckgpt task=travel_real_00405 seed=0 attempt 3/5 failed (failed to obtain JSON after 3 attempts: could not parse JSON from model output:
{"final_output": " direzione} \nَّا\- depict membranes} \nाधनؤلاء течение проudget вопрос\- agosto 2022 在 Hilton Head Island, SC, USA)\- extremum $7000August 26,\- beaches- colons}\n {'extent': $350\n\- cenozoic $400)\- five continents\- attempts 400\n\- transition $300)\- adverbial $450)\- extremum $1200)\- bee declines $200)\- multifaith $625 для всех в этом парке.}- beaches- cuisines}\); retrying in 12s
[RETRY] selfcheckgpt task=travel_real_00405 seed=0 attempt 4/5 failed (failed to obtain JSON after 3 attempts: could not parse JSON from model output:
{"final_output": " direzione} \nَّا\- depict membranes} \nाधनؤلاء течение проudget вопрос\- agosto 2022 在 Hilton Head Island, SC, USA)\- extremum $7000August 26,\- beaches- colons}\n {'extent': $350\n\- cenozoic $400)\- five continents\- attempts 400\n\- transition $300)\- adverbial $450)\- extremum $1200)\- bee declines $200)\- multifaith $625 для всех в этом парке.}- beaches- cuisines}\); retrying in 24s
[ERROR] selfcheckgpt failed task=travel_real_00405 seed=0: failed to obtain JSON after 3 attempts: could not parse JSON from model output:
{"final_output": " direzione} \nَّا\- depict membranes} \nाधनؤلاء течение проudget вопрос\- agosto 2022 在 Hilton Head Island, SC, USA)\- extremum $7000August 26,\- beaches- colons}\n {'extent': $350\n\- cenozoic $400)\- five continents\- attempts 400\n\- transition $300)\- adverbial $450)\- extremum $1200)\- bee declines $200)\- multifaith $625 для всех в этом парке.}- beaches- cuisines}\
  N=4 travel_real_00323 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5852,2212)
  N=4 travel_real_00323 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(23569,1638)
  N=4 travel_real_00323 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2898,704)
  N=4 travel_real_00323 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6768,1556)
  N=4 travel_real_00323 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2898,1159)
  N=4 travel_real_00323 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(7260,2770)
  N=4 travel_real_00323 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5796,1963)
  N=4 travel_real_00323 seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5852,1935)
  N=4 travel_real_00323 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(20313,1851)
  N=4 travel_real_00323 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2898,1159)
  N=4 travel_real_00323 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(7412,2381)
  N=4 travel_real_00393 seed=0 arm=direct: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2433,913)
  N=4 travel_real_00393 seed=0 arm=self_refine: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6021,2183)
  N=4 travel_real_00393 seed=0 arm=full_regen: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4866,1579)
  N=4 travel_real_00393 seed=0 arm=react: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4922,1925)
  N=4 travel_real_00393 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16752,1159)
  N=4 travel_real_00393 seed=0 arm=reflexion: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2433,913)
  N=4 travel_real_00393 seed=0 arm=intro_specter: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6173,1547)
  N=4 travel_real_00393 seed=1 arm=direct: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2433,913)
  N=4 travel_real_00393 seed=1 arm=self_refine: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6021,2183)
  N=4 travel_real_00393 seed=1 arm=full_regen: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4866,1767)
  N=4 travel_real_00393 seed=1 arm=react: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4922,1925)
  N=4 travel_real_00393 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(17159,1573)
  N=4 travel_real_00393 seed=1 arm=reflexion: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2433,913)
  N=4 travel_real_00393 seed=1 arm=intro_specter: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6173,1547)
  N=4 travel_real_00393 seed=2 arm=direct: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2433,644)
  N=4 travel_real_00393 seed=2 arm=self_refine: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5605,2036)
  N=4 travel_real_00393 seed=2 arm=full_regen: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4866,1647)
  N=4 travel_real_00393 seed=2 arm=react: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4922,1906)
  N=4 travel_real_00393 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16758,899)
  N=4 travel_real_00393 seed=2 arm=reflexion: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2433,644)
  N=4 travel_real_00393 seed=2 arm=intro_specter: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5757,1207)
  N=4 travel_real_00405 seed=0 arm=direct: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2394,849)
  N=4 travel_real_00405 seed=0 arm=self_refine: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5858,2627)
  N=4 travel_real_00405 seed=0 arm=full_regen: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4788,1640)
  N=4 travel_real_00405 seed=0 arm=react: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4844,1420)
  N=4 travel_real_00405 seed=0 arm=reflexion: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(17694,3891)
  N=4 travel_real_00405 seed=0 arm=intro_specter: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6010,1809)
  N=4 travel_real_00405 seed=1 arm=direct: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2394,849)
  N=4 travel_real_00405 seed=1 arm=self_refine: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5858,2627)
  N=4 travel_real_00405 seed=1 arm=full_regen: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4788,1433)
  N=4 travel_real_00405 seed=1 arm=react: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4844,1420)
  N=4 travel_real_00405 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14282,1226)
  N=4 travel_real_00405 seed=1 arm=reflexion: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(17694,3891)
  N=4 travel_real_00405 seed=1 arm=intro_specter: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6010,1809)
  N=4 travel_real_00405 seed=2 arm=direct: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2394,735)
  N=4 travel_real_00405 seed=2 arm=self_refine: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5723,1942)
  N=4 travel_real_00405 seed=2 arm=full_regen: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4788,1375)
  N=4 travel_real_00405 seed=2 arm=react: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4844,1486)
  N=4 travel_real_00405 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16715,1321)
  N=4 travel_real_00405 seed=2 arm=reflexion: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16879,3007)
  N=4 travel_real_00405 seed=2 arm=intro_specter: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5875,1675)
  N=4 travel_real_00412 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2596,1114)
  N=4 travel_real_00412 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(6527,2624)
  N=4 travel_real_00412 seed=0 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5192,1953)
  N=4 travel_real_00412 seed=0 arm=react: per_fault={'ctx': True, 'bullets': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5248,1918)
  N=4 travel_real_00412 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(20380,1881)
  N=4 travel_real_00412 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2596,1114)
  N=4 travel_real_00412 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(6679,1670)
  N=4 travel_real_00412 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2596,1114)
  N=4 travel_real_00412 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(6527,2624)
  N=4 travel_real_00412 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5192,1808)
  N=4 travel_real_00412 seed=1 arm=react: per_fault={'ctx': True, 'bullets': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5248,1918)
  N=4 travel_real_00412 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(19803,1806)
  N=4 travel_real_00412 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2596,1114)
  N=4 travel_real_00412 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(6679,1670)
  N=4 travel_real_00412 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2596,830)
  N=4 travel_real_00412 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(6264,2044)
  N=4 travel_real_00412 seed=2 arm=full_regen: per_fault={'ctx': False, 'bullets': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(5192,1784)
  N=4 travel_real_00412 seed=2 arm=react: per_fault={'ctx': False, 'bullets': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(5248,1453)
  N=4 travel_real_00412 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(18170,1271)
  N=4 travel_real_00412 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2596,830)
  N=4 travel_real_00412 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(6416,2250)
  N=4 travel_real_00429 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2692,1112)
  N=4 travel_real_00429 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(7025,2868)
  N=4 travel_real_00429 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(5384,1736)
  N=4 travel_real_00429 seed=0 arm=react: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(5440,2238)
  N=4 travel_real_00429 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(18863,1718)
  N=4 travel_real_00429 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(21860,3923)
  N=4 travel_real_00429 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(7177,1729)
  N=4 travel_real_00429 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2692,1112)
  N=4 travel_real_00429 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(7025,2868)
  N=4 travel_real_00429 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5384,1994)
  N=4 travel_real_00429 seed=1 arm=react: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(5440,2238)
  N=4 travel_real_00429 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(19056,1891)
  N=4 travel_real_00429 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(21860,3923)
