[RETRY] prime task=real_2wiki_hop_00000_298f23b8088a11ebbd6eac1f6bf848b6 seed=2 attempt 1/3 failed (provider returned no choices for 'mistralai/mistral-nemo': None); retrying in 2s
Building 40 N=5 hop-fault twowiki_real bridge_comparison examples (bench_seed=42, IDENTICAL to rebuttal_experiment_d_real_hop.py's set)...
Built 40 examples. seeds=[0, 1, 2], arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt']
  N=5 arm=direct real_2wiki_hop_00000_298f23b8088a11ebbd6eac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(1941,419)
  N=5 arm=full_regen real_2wiki_hop_00032_33b0c274087211ebbd64ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'bullets': True} all_resolved=True n_resolved=5/5 tokens=(3826,659)
  N=5 arm=full_regen real_2wiki_hop_00032_33b0c274087211ebbd64ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'hop3': False, 'bullets': True} all_resolved=False n_resolved=3/5 tokens=(3826,824)
  N=5 arm=full_regen real_2wiki_hop_00032_33b0c274087211ebbd64ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'hop3': True, 'bullets': True} all_resolved=False n_resolved=4/5 tokens=(3826,1209)
  N=5 arm=full_regen real_2wiki_hop_00033_09762e08087311ebbd66ac1f6bf848b6 seed=0: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'hop3': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(4245,822)
  N=5 arm=full_regen real_2wiki_hop_00033_09762e08087311ebbd66ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(4246,810)
  N=5 arm=full_regen real_2wiki_hop_00033_09762e08087311ebbd66ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(4246,742)
  N=5 arm=full_regen real_2wiki_hop_00034_f1145dc6084f11ebbd56ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': True, 'bullets': True} all_resolved=False n_resolved=4/5 tokens=(3744,650)
  N=5 arm=full_regen real_2wiki_hop_00034_f1145dc6084f11ebbd56ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'hop3': False, 'bullets': True} all_resolved=False n_resolved=3/5 tokens=(3744,707)
  N=5 arm=full_regen real_2wiki_hop_00034_f1145dc6084f11ebbd56ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': False, 'hop2': False, 'hop3': False, 'bullets': True} all_resolved=False n_resolved=2/5 tokens=(3745,710)
  N=5 arm=full_regen real_2wiki_hop_00036_26b866e6085c11ebbd5cac1f6bf848b6 seed=0: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'hop3': False, 'preamble': True} all_resolved=False n_resolved=2/5 tokens=(4202,538)
  N=5 arm=full_regen real_2wiki_hop_00036_26b866e6085c11ebbd5cac1f6bf848b6 seed=1: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'hop3': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(4202,702)
  N=5 arm=full_regen real_2wiki_hop_00036_26b866e6085c11ebbd5cac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'preamble': True} all_resolved=False n_resolved=3/5 tokens=(4202,660)
  N=5 arm=full_regen real_2wiki_hop_00037_0a630db408c211ebbd8bac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(3952,938)
  N=5 arm=full_regen real_2wiki_hop_00037_0a630db408c211ebbd8bac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'concise': True} all_resolved=False n_resolved=3/5 tokens=(3952,993)
  N=5 arm=full_regen real_2wiki_hop_00037_0a630db408c211ebbd8bac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(3953,1553)
  N=5 arm=full_regen real_2wiki_hop_00038_c5601df108a411ebbd7dac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(3836,989)
  N=5 arm=full_regen real_2wiki_hop_00038_c5601df108a411ebbd7dac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(3836,1326)
  N=5 arm=full_regen real_2wiki_hop_00038_c5601df108a411ebbd7dac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'concise': True} all_resolved=False n_resolved=3/5 tokens=(3836,937)
  N=5 arm=full_regen real_2wiki_hop_00039_140fbeda08c611ebbd90ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(3440,920)
  N=5 arm=full_regen real_2wiki_hop_00039_140fbeda08c611ebbd90ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(3440,1136)
  N=5 arm=full_regen real_2wiki_hop_00039_140fbeda08c611ebbd90ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(3440,1434)
  N=5 arm=full_regen real_2wiki_hop_00041_6e5f2a2e085d11ebbd5cac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': False} all_resolved=False n_resolved=4/5 tokens=(3659,898)
  N=5 arm=full_regen real_2wiki_hop_00041_6e5f2a2e085d11ebbd5cac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(3659,822)
  N=5 arm=full_regen real_2wiki_hop_00041_6e5f2a2e085d11ebbd5cac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': True, 'concise': False} all_resolved=False n_resolved=3/5 tokens=(3658,965)
  N=5 arm=full_regen real_2wiki_hop_00042_eec16bb008c011ebbd8aac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'bullets': True} all_resolved=False n_resolved=3/5 tokens=(4292,558)
  N=5 arm=full_regen real_2wiki_hop_00042_eec16bb008c011ebbd8aac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'bullets': True} all_resolved=False n_resolved=3/5 tokens=(4293,494)
  N=5 arm=full_regen real_2wiki_hop_00042_eec16bb008c011ebbd8aac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'bullets': True} all_resolved=False n_resolved=3/5 tokens=(4294,483)
  N=5 arm=full_regen real_2wiki_hop_00043_c9eb430908c311ebbd8dac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(3938,659)
  N=5 arm=full_regen real_2wiki_hop_00043_c9eb430908c311ebbd8dac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(3938,635)
  N=5 arm=full_regen real_2wiki_hop_00043_c9eb430908c311ebbd8dac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(3937,724)
  N=5 arm=full_regen real_2wiki_hop_00044_a5f0b646088b11ebbd6fac1f6bf848b6 seed=0: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=2/5 tokens=(3982,1015)
  N=5 arm=full_regen real_2wiki_hop_00044_a5f0b646088b11ebbd6fac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': True, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(3982,896)
  N=5 arm=full_regen real_2wiki_hop_00044_a5f0b646088b11ebbd6fac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': False} all_resolved=False n_resolved=4/5 tokens=(3981,794)
  N=5 arm=full_regen real_2wiki_hop_00046_18d4a1f8085611ebbd59ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(3789,685)
  N=5 arm=full_regen real_2wiki_hop_00046_18d4a1f8085611ebbd59ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(3789,697)
  N=5 arm=full_regen real_2wiki_hop_00046_18d4a1f8085611ebbd59ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(3791,711)
  N=5 arm=full_regen real_2wiki_hop_00049_e95acdbc085f11ebbd5dac1f6bf848b6 seed=0: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'hop3': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(3834,656)
  N=5 arm=full_regen real_2wiki_hop_00049_e95acdbc085f11ebbd5dac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(3834,777)
  N=5 arm=full_regen real_2wiki_hop_00049_e95acdbc085f11ebbd5dac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(3833,539)
--- [full_regen] N=5: rows written=120 errors=0 tokens_in=447726 tokens_out=95066 ---
  N=5 arm=react real_2wiki_hop_00000_298f23b8088a11ebbd6eac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(3937,1029)
  N=5 arm=react real_2wiki_hop_00000_298f23b8088a11ebbd6eac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(3937,1029)
  N=5 arm=react real_2wiki_hop_00000_298f23b8088a11ebbd6eac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(3935,953)
  N=5 arm=react real_2wiki_hop_00001_05f8a691087b11ebbd67ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(3648,969)
  N=5 arm=react real_2wiki_hop_00001_05f8a691087b11ebbd67ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(3648,969)
  N=5 arm=react real_2wiki_hop_00001_05f8a691087b11ebbd67ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(3648,725)
  N=5 arm=react real_2wiki_hop_00002_645c9a5a08c311ebbd8dac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(3264,995)
  N=5 arm=react real_2wiki_hop_00002_645c9a5a08c311ebbd8dac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(3264,995)
  N=5 arm=react real_2wiki_hop_00002_645c9a5a08c311ebbd8dac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(3263,974)
  N=5 arm=react real_2wiki_hop_00003_5bec3cd408a711ebbd7fac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(3645,1001)
  N=5 arm=react real_2wiki_hop_00003_5bec3cd408a711ebbd7fac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(3645,1001)
  N=5 arm=react real_2wiki_hop_00003_5bec3cd408a711ebbd7fac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'english': True} all_resolved=False n_resolved=3/5 tokens=(3643,984)
  N=5 arm=react real_2wiki_hop_00004_3f857208086c11ebbd61ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'english': True} all_resolved=False n_resolved=4/5 tokens=(3608,838)
  N=5 arm=react real_2wiki_hop_00004_3f857208086c11ebbd61ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'english': True} all_resolved=False n_resolved=4/5 tokens=(3608,838)
  N=5 arm=react real_2wiki_hop_00004_3f857208086c11ebbd61ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'english': True} all_resolved=False n_resolved=4/5 tokens=(3607,1020)
  N=5 arm=react real_2wiki_hop_00005_1d890623088711ebbd6dac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'english': True} all_resolved=False n_resolved=3/5 tokens=(3525,811)
  N=5 arm=react real_2wiki_hop_00005_1d890623088711ebbd6dac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'english': True} all_resolved=False n_resolved=3/5 tokens=(3525,811)
  N=5 arm=react real_2wiki_hop_00005_1d890623088711ebbd6dac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(3524,1040)
  N=5 arm=react real_2wiki_hop_00006_7abc1e3008d511ebbd98ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'bullets': True} all_resolved=True n_resolved=5/5 tokens=(4136,626)
  N=5 arm=react real_2wiki_hop_00006_7abc1e3008d511ebbd98ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'bullets': True} all_resolved=True n_resolved=5/5 tokens=(4136,626)
  N=5 arm=react real_2wiki_hop_00006_7abc1e3008d511ebbd98ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'bullets': True} all_resolved=True n_resolved=5/5 tokens=(4136,744)
  N=5 arm=react real_2wiki_hop_00007_ae331827088b11ebbd6fac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'preamble': True} all_resolved=False n_resolved=3/5 tokens=(4400,676)
  N=5 arm=react real_2wiki_hop_00007_ae331827088b11ebbd6fac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'preamble': True} all_resolved=False n_resolved=3/5 tokens=(4400,676)
  N=5 arm=react real_2wiki_hop_00007_ae331827088b11ebbd6fac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'preamble': True} all_resolved=False n_resolved=3/5 tokens=(4399,753)
  N=5 arm=react real_2wiki_hop_00008_4d982dc308c111ebbd8bac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'bullets': True} all_resolved=True n_resolved=5/5 tokens=(3494,849)
  N=5 arm=react real_2wiki_hop_00008_4d982dc308c111ebbd8bac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'bullets': True} all_resolved=True n_resolved=5/5 tokens=(3494,849)
  N=5 arm=react real_2wiki_hop_00008_4d982dc308c111ebbd8bac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'bullets': True} all_resolved=True n_resolved=5/5 tokens=(3494,868)
  N=5 arm=react real_2wiki_hop_00009_1a114c5e088f11ebbd71ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': False} all_resolved=False n_resolved=3/5 tokens=(3826,1145)
  N=5 arm=react real_2wiki_hop_00009_1a114c5e088f11ebbd71ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': False} all_resolved=False n_resolved=3/5 tokens=(3826,1145)
  N=5 arm=react real_2wiki_hop_00009_1a114c5e088f11ebbd71ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': True, 'concise': False} all_resolved=False n_resolved=3/5 tokens=(3824,934)
  N=5 arm=react real_2wiki_hop_00011_5b6b8c02089711ebbd77ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(3449,901)
  N=5 arm=react real_2wiki_hop_00011_5b6b8c02089711ebbd77ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(3449,901)
  N=5 arm=react real_2wiki_hop_00011_5b6b8c02089711ebbd77ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(3484,910)
  N=5 arm=react real_2wiki_hop_00012_f7c4fdf2087611ebbd67ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': True, 'concise': False} all_resolved=False n_resolved=3/5 tokens=(3188,1156)
  N=5 arm=react real_2wiki_hop_00012_f7c4fdf2087611ebbd67ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': True, 'concise': False} all_resolved=False n_resolved=3/5 tokens=(3188,1156)
  N=5 arm=react real_2wiki_hop_00012_f7c4fdf2087611ebbd67ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(3188,1119)
  N=5 arm=react real_2wiki_hop_00013_9e6d7bdc08a111ebbd79ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(4042,961)
  N=5 arm=react real_2wiki_hop_00013_9e6d7bdc08a111ebbd79ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(4042,961)
  N=5 arm=react real_2wiki_hop_00013_9e6d7bdc08a111ebbd79ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(4041,776)
  N=5 arm=react real_2wiki_hop_00014_d71f453b085811ebbd5bac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'bullets': True} all_resolved=True n_resolved=5/5 tokens=(3446,979)
  N=5 arm=react real_2wiki_hop_00014_d71f453b085811ebbd5bac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'bullets': True} all_resolved=True n_resolved=5/5 tokens=(3446,979)
  N=5 arm=react real_2wiki_hop_00014_d71f453b085811ebbd5bac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'bullets': True} all_resolved=True n_resolved=5/5 tokens=(3446,1353)
  N=5 arm=react real_2wiki_hop_00015_7de9188c088b11ebbd6fac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'english': True} all_resolved=False n_resolved=4/5 tokens=(3730,1038)
  N=5 arm=react real_2wiki_hop_00015_7de9188c088b11ebbd6fac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'english': True} all_resolved=False n_resolved=4/5 tokens=(3730,1038)
  N=5 arm=react real_2wiki_hop_00015_7de9188c088b11ebbd6fac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'english': True} all_resolved=False n_resolved=3/5 tokens=(3730,1108)
  N=5 arm=react real_2wiki_hop_00017_f1ff478c089011ebbd72ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(4383,979)
  N=5 arm=react real_2wiki_hop_00017_f1ff478c089011ebbd72ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(4383,979)
  N=5 arm=react real_2wiki_hop_00017_f1ff478c089011ebbd72ac1f6bf848b6 seed=2: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': False} all_resolved=False n_resolved=2/5 tokens=(4384,988)
  N=5 arm=react real_2wiki_hop_00019_53ab316c08b911ebbd88ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'bullets': True} all_resolved=False n_resolved=3/5 tokens=(3410,838)
  N=5 arm=react real_2wiki_hop_00019_53ab316c08b911ebbd88ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'bullets': True} all_resolved=False n_resolved=3/5 tokens=(3410,838)
  N=5 arm=react real_2wiki_hop_00019_53ab316c08b911ebbd88ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'bullets': True} all_resolved=True n_resolved=5/5 tokens=(3410,796)
  N=5 arm=react real_2wiki_hop_00020_363279db08d011ebbd95ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'bullets': True} all_resolved=False n_resolved=3/5 tokens=(4144,664)
  N=5 arm=react real_2wiki_hop_00020_363279db08d011ebbd95ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'bullets': True} all_resolved=False n_resolved=3/5 tokens=(4144,664)
  N=5 arm=react real_2wiki_hop_00020_363279db08d011ebbd95ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'bullets': True} all_resolved=False n_resolved=4/5 tokens=(4144,847)
  N=5 arm=react real_2wiki_hop_00021_bbccb00a08c211ebbd8cac1f6bf848b6 seed=0: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'hop3': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(4110,924)
  N=5 arm=react real_2wiki_hop_00021_bbccb00a08c211ebbd8cac1f6bf848b6 seed=1: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'hop3': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(4110,924)
  N=5 arm=react real_2wiki_hop_00021_bbccb00a08c211ebbd8cac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(4110,767)
  N=5 arm=react real_2wiki_hop_00022_69a7e9ca08e011ebbda1ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': False} all_resolved=False n_resolved=4/5 tokens=(3926,1319)
  N=5 arm=react real_2wiki_hop_00022_69a7e9ca08e011ebbda1ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': False} all_resolved=False n_resolved=4/5 tokens=(3926,1319)
  N=5 arm=react real_2wiki_hop_00022_69a7e9ca08e011ebbda1ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': False} all_resolved=False n_resolved=4/5 tokens=(3926,1218)
  N=5 arm=react real_2wiki_hop_00023_ae85fcce089411ebbd75ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(3308,949)
  N=5 arm=react real_2wiki_hop_00023_ae85fcce089411ebbd75ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(3308,949)
  N=5 arm=react real_2wiki_hop_00023_ae85fcce089411ebbd75ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(3308,918)
  N=5 arm=react real_2wiki_hop_00024_c01a2fa8087111ebbd63ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': False} all_resolved=False n_resolved=3/5 tokens=(3754,1408)
  N=5 arm=react real_2wiki_hop_00024_c01a2fa8087111ebbd63ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': False} all_resolved=False n_resolved=3/5 tokens=(3754,1408)
  N=5 arm=react real_2wiki_hop_00024_c01a2fa8087111ebbd63ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(3754,1103)
  N=5 arm=react real_2wiki_hop_00027_9b2ccd4e088b11ebbd6fac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'concise': True} all_resolved=False n_resolved=3/5 tokens=(3742,791)
  N=5 arm=react real_2wiki_hop_00027_9b2ccd4e088b11ebbd6fac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'concise': True} all_resolved=False n_resolved=3/5 tokens=(3742,791)
  N=5 arm=react real_2wiki_hop_00027_9b2ccd4e088b11ebbd6fac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(3778,738)
  N=5 arm=react real_2wiki_hop_00028_49a5c36b086111ebbd5dac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(3660,1028)
