Building 60 4-fault-injected twowiki_real examples (bench_seed=42, IDENTICAL to rebuttal_experiment_d_real.py's set)...
Built 60 examples. seeds=[0, 1, 2], arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt']
  N=4 arm=direct real_2wiki_00139_e9e0014e0bd911eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2442,360)
  N=4 arm=react real_2wiki_05050_6ee0b385096d11ebbdafac1f6bf848b6 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4748,778)
  N=4 arm=react real_2wiki_05050_6ee0b385096d11ebbdafac1f6bf848b6 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4748,1480)
  N=4 arm=react real_2wiki_05145_58fe56b80bdd11eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5088,1011)
  N=4 arm=react real_2wiki_05145_58fe56b80bdd11eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5088,1011)
  N=4 arm=react real_2wiki_05145_58fe56b80bdd11eba7f7acde48001122 seed=2: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5088,701)
  N=4 arm=react real_2wiki_05284_63c8e88608d311ebbd96ac1f6bf848b6 seed=0: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4652,825)
  N=4 arm=react real_2wiki_05284_63c8e88608d311ebbd96ac1f6bf848b6 seed=1: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4652,825)
  N=4 arm=react real_2wiki_05284_63c8e88608d311ebbd96ac1f6bf848b6 seed=2: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4652,938)
  N=4 arm=react real_2wiki_05323_87c2be8908ab11ebbd82ac1f6bf848b6 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4313,905)
  N=4 arm=react real_2wiki_05323_87c2be8908ab11ebbd82ac1f6bf848b6 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4313,905)
  N=4 arm=react real_2wiki_05323_87c2be8908ab11ebbd82ac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4314,1052)
  N=4 arm=react real_2wiki_05370_850e2d1308f311ebbdaaac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5000,953)
  N=4 arm=react real_2wiki_05370_850e2d1308f311ebbdaaac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5000,953)
  N=4 arm=react real_2wiki_05370_850e2d1308f311ebbdaaac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5000,1052)
  N=4 arm=react real_2wiki_05374_f78d85300bae11ebab90acde48001122 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5159,873)
  N=4 arm=react real_2wiki_05374_f78d85300bae11ebab90acde48001122 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5159,873)
  N=4 arm=react real_2wiki_05374_f78d85300bae11ebab90acde48001122 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5161,1230)
  N=4 arm=react real_2wiki_05459_88e62716086f11ebbd62ac1f6bf848b6 seed=0: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5250,707)
  N=4 arm=react real_2wiki_05459_88e62716086f11ebbd62ac1f6bf848b6 seed=1: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5250,707)
  N=4 arm=react real_2wiki_05459_88e62716086f11ebbd62ac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5250,941)
  N=4 arm=react real_2wiki_05461_5d6e00200bda11eba7f7acde48001122 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4896,846)
  N=4 arm=react real_2wiki_05461_5d6e00200bda11eba7f7acde48001122 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4896,846)
  N=4 arm=react real_2wiki_05461_5d6e00200bda11eba7f7acde48001122 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4896,831)
  N=4 arm=react real_2wiki_05528_b2296fac0bdd11eba7f7acde48001122 seed=0: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5131,818)
  N=4 arm=react real_2wiki_05528_b2296fac0bdd11eba7f7acde48001122 seed=1: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5131,818)
  N=4 arm=react real_2wiki_05528_b2296fac0bdd11eba7f7acde48001122 seed=2: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5130,920)
  N=4 arm=react real_2wiki_05619_c4ab9d6c0bdd11eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4531,572)
[RETRY] selfcheckgpt task=real_2wiki_00157_36979dce0bdc11eba7f7acde48001122 seed=0 attempt 1/3 failed (failed to obtain JSON after 3 attempts: could not parse JSON from model output:
{
  "final_output": "Leeeds conciertos"); retrying in 2s
[RETRY] selfcheckgpt task=real_2wiki_00157_36979dce0bdc11eba7f7acde48001122 seed=0 attempt 2/3 failed (failed to obtain JSON after 3 attempts: could not parse JSON from model output:
{
  "final_output": "Leeeds conciertos"); retrying in 4s
[ERROR] selfcheckgpt failed task=real_2wiki_00157_36979dce0bdc11eba7f7acde48001122 seed=0: failed to obtain JSON after 3 attempts: could not parse JSON from model output:
{
  "final_output": "Leeeds conciertos"
  N=4 arm=react real_2wiki_05619_c4ab9d6c0bdd11eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4531,572)
  N=4 arm=react real_2wiki_05619_c4ab9d6c0bdd11eba7f7acde48001122 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4530,628)
  N=4 arm=react real_2wiki_05625_217b3fca0bde11eba7f7acde48001122 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5346,733)
  N=4 arm=react real_2wiki_05625_217b3fca0bde11eba7f7acde48001122 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5346,733)
  N=4 arm=react real_2wiki_05625_217b3fca0bde11eba7f7acde48001122 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5346,820)
  N=4 arm=react real_2wiki_05695_64f4337108a911ebbd80ac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4446,986)
  N=4 arm=react real_2wiki_05695_64f4337108a911ebbd80ac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4446,986)
  N=4 arm=react real_2wiki_05695_64f4337108a911ebbd80ac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4446,942)
  N=4 arm=react real_2wiki_05709_01547cde0bde11eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5072,1046)
  N=4 arm=react real_2wiki_05709_01547cde0bde11eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5072,1046)
  N=4 arm=react real_2wiki_05709_01547cde0bde11eba7f7acde48001122 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5072,941)
--- [react] N=4: rows written=180 errors=0 tokens_in=867124 tokens_out=174517 ---
  N=4 arm=selfcheckgpt real_2wiki_00139_e9e0014e0bd911eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14386,536)
  N=4 arm=selfcheckgpt real_2wiki_00139_e9e0014e0bd911eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14389,546)
  N=4 arm=selfcheckgpt real_2wiki_00139_e9e0014e0bd911eba7f7acde48001122 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14371,591)
  N=4 arm=selfcheckgpt real_2wiki_00147_e8d37e800bdd11eba7f7acde48001122 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14420,486)
  N=4 arm=selfcheckgpt real_2wiki_00147_e8d37e800bdd11eba7f7acde48001122 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14422,500)
  N=4 arm=selfcheckgpt real_2wiki_00147_e8d37e800bdd11eba7f7acde48001122 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14442,546)
  N=4 arm=selfcheckgpt real_2wiki_00157_36979dce0bdc11eba7f7acde48001122 seed=1: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(12164,254)
  N=4 arm=selfcheckgpt real_2wiki_00157_36979dce0bdc11eba7f7acde48001122 seed=2: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(12306,487)
  N=4 arm=selfcheckgpt real_2wiki_00382_bd036cfc088811ebbd6eac1f6bf848b6 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(12529,632)
  N=4 arm=selfcheckgpt real_2wiki_00382_bd036cfc088811ebbd6eac1f6bf848b6 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(12550,653)
  N=4 arm=selfcheckgpt real_2wiki_00382_bd036cfc088811ebbd6eac1f6bf848b6 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(12480,722)
  N=4 arm=selfcheckgpt real_2wiki_00420_e55095520bda11eba7f7acde48001122 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14398,715)
  N=4 arm=selfcheckgpt real_2wiki_00420_e55095520bda11eba7f7acde48001122 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14394,708)
  N=4 arm=selfcheckgpt real_2wiki_00420_e55095520bda11eba7f7acde48001122 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14417,728)
  N=4 arm=selfcheckgpt real_2wiki_00481_c388f4ac093911ebbdaeac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(12716,554)
  N=4 arm=selfcheckgpt real_2wiki_00481_c388f4ac093911ebbdaeac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(12634,509)
  N=4 arm=selfcheckgpt real_2wiki_00481_c388f4ac093911ebbdaeac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(12661,685)
  N=4 arm=selfcheckgpt real_2wiki_00805_60b8f042085f11ebbd5cac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15174,584)
  N=4 arm=selfcheckgpt real_2wiki_00805_60b8f042085f11ebbd5cac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15205,622)
  N=4 arm=selfcheckgpt real_2wiki_00805_60b8f042085f11ebbd5cac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15215,740)
  N=4 arm=selfcheckgpt real_2wiki_00914_1d352a200bde11eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14157,692)
  N=4 arm=selfcheckgpt real_2wiki_00914_1d352a200bde11eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14165,681)
  N=4 arm=selfcheckgpt real_2wiki_00914_1d352a200bde11eba7f7acde48001122 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14177,498)
  N=4 arm=selfcheckgpt real_2wiki_00966_183f6cc40bde11eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(17494,630)
  N=4 arm=selfcheckgpt real_2wiki_00966_183f6cc40bde11eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(17510,651)
  N=4 arm=selfcheckgpt real_2wiki_00966_183f6cc40bde11eba7f7acde48001122 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15013,640)
  N=4 arm=selfcheckgpt real_2wiki_01092_f7f0760208e011ebbda2ac1f6bf848b6 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(12234,582)
  N=4 arm=selfcheckgpt real_2wiki_01092_f7f0760208e011ebbda2ac1f6bf848b6 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(12253,608)
  N=4 arm=selfcheckgpt real_2wiki_01092_f7f0760208e011ebbda2ac1f6bf848b6 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(12161,747)
  N=4 arm=selfcheckgpt real_2wiki_01130_0ac40d780bdb11eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(11518,311)
  N=4 arm=selfcheckgpt real_2wiki_01130_0ac40d780bdb11eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(11575,335)
  N=4 arm=selfcheckgpt real_2wiki_01130_0ac40d780bdb11eba7f7acde48001122 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(11525,338)
  N=4 arm=selfcheckgpt real_2wiki_01205_f8cb5c6b087511ebbd67ac1f6bf848b6 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(17210,507)
  N=4 arm=selfcheckgpt real_2wiki_01205_f8cb5c6b087511ebbd67ac1f6bf848b6 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14767,518)
  N=4 arm=selfcheckgpt real_2wiki_01205_f8cb5c6b087511ebbd67ac1f6bf848b6 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(17385,818)
  N=4 arm=selfcheckgpt real_2wiki_01624_a84ba2780bda11eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13503,535)
  N=4 arm=selfcheckgpt real_2wiki_01624_a84ba2780bda11eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13495,512)
  N=4 arm=selfcheckgpt real_2wiki_01624_a84ba2780bda11eba7f7acde48001122 seed=2: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13567,549)
  N=4 arm=selfcheckgpt real_2wiki_01665_33323be20bde11eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15159,518)
  N=4 arm=selfcheckgpt real_2wiki_01665_33323be20bde11eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15161,516)
  N=4 arm=selfcheckgpt real_2wiki_01665_33323be20bde11eba7f7acde48001122 seed=2: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15014,376)
  N=4 arm=selfcheckgpt real_2wiki_01677_d94d1d720bdd11eba7f7acde48001122 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14349,839)
  N=4 arm=selfcheckgpt real_2wiki_01677_d94d1d720bdd11eba7f7acde48001122 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14332,879)
  N=4 arm=selfcheckgpt real_2wiki_01677_d94d1d720bdd11eba7f7acde48001122 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(16720,490)
  N=4 arm=selfcheckgpt real_2wiki_01689_8980fef608ab11ebbd82ac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(16195,688)
  N=4 arm=selfcheckgpt real_2wiki_01689_8980fef608ab11ebbd82ac1f6bf848b6 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13951,717)
  N=4 arm=selfcheckgpt real_2wiki_01689_8980fef608ab11ebbd82ac1f6bf848b6 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13706,516)
  N=4 arm=selfcheckgpt real_2wiki_01752_cd73fa43092711ebbdaeac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13322,696)
  N=4 arm=selfcheckgpt real_2wiki_01752_cd73fa43092711ebbdaeac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13422,701)
  N=4 arm=selfcheckgpt real_2wiki_01752_cd73fa43092711ebbdaeac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13352,633)
  N=4 arm=selfcheckgpt real_2wiki_01768_ab715764085011ebbd57ac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14943,777)
  N=4 arm=selfcheckgpt real_2wiki_01768_ab715764085011ebbd57ac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14932,765)
  N=4 arm=selfcheckgpt real_2wiki_01768_ab715764085011ebbd57ac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14954,681)
  N=4 arm=selfcheckgpt real_2wiki_01776_61c0b6a40bda11eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13339,465)
  N=4 arm=selfcheckgpt real_2wiki_01776_61c0b6a40bda11eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13317,505)
  N=4 arm=selfcheckgpt real_2wiki_01776_61c0b6a40bda11eba7f7acde48001122 seed=2: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15583,337)
  N=4 arm=selfcheckgpt real_2wiki_01791_0277d67a08c411ebbd8eac1f6bf848b6 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13169,835)
  N=4 arm=selfcheckgpt real_2wiki_01791_0277d67a08c411ebbd8eac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(15281,789)
  N=4 arm=selfcheckgpt real_2wiki_01791_0277d67a08c411ebbd8eac1f6bf848b6 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15148,551)
  N=4 arm=selfcheckgpt real_2wiki_02010_255fa5eb08af11ebbd83ac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14471,594)
  N=4 arm=selfcheckgpt real_2wiki_02010_255fa5eb08af11ebbd83ac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14399,540)
  N=4 arm=selfcheckgpt real_2wiki_02010_255fa5eb08af11ebbd83ac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14419,600)
  N=4 arm=selfcheckgpt real_2wiki_02153_a8f04a7f090211ebbdadac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15227,847)
  N=4 arm=selfcheckgpt real_2wiki_02153_a8f04a7f090211ebbdadac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15246,784)
  N=4 arm=selfcheckgpt real_2wiki_02153_a8f04a7f090211ebbdadac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15191,625)
  N=4 arm=selfcheckgpt real_2wiki_02197_c21eebb40bdb11eba7f7acde48001122 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(14319,435)
  N=4 arm=selfcheckgpt real_2wiki_02197_c21eebb40bdb11eba7f7acde48001122 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(14330,457)
  N=4 arm=selfcheckgpt real_2wiki_02197_c21eebb40bdb11eba7f7acde48001122 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(14338,461)
  N=4 arm=selfcheckgpt real_2wiki_02278_913ceb43088211ebbd6dac1f6bf848b6 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14186,695)
  N=4 arm=selfcheckgpt real_2wiki_02278_913ceb43088211ebbd6dac1f6bf848b6 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14169,634)
  N=4 arm=selfcheckgpt real_2wiki_02278_913ceb43088211ebbd6dac1f6bf848b6 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14128,525)
  N=4 arm=selfcheckgpt real_2wiki_02290_172fd661094811ebbdaeac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13432,513)
  N=4 arm=selfcheckgpt real_2wiki_02290_172fd661094811ebbdaeac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13449,542)
  N=4 arm=selfcheckgpt real_2wiki_02290_172fd661094811ebbdaeac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13430,469)
  N=4 arm=selfcheckgpt real_2wiki_02347_13c15658087311ebbd66ac1f6bf848b6 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14363,691)
  N=4 arm=selfcheckgpt real_2wiki_02347_13c15658087311ebbd66ac1f6bf848b6 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14332,617)
  N=4 arm=selfcheckgpt real_2wiki_02347_13c15658087311ebbd66ac1f6bf848b6 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14238,440)
  N=4 arm=selfcheckgpt real_2wiki_02467_96beb0b3086111ebbd5dac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(12846,461)
  N=4 arm=selfcheckgpt real_2wiki_02467_96beb0b3086111ebbd5dac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(12859,478)
  N=4 arm=selfcheckgpt real_2wiki_02467_96beb0b3086111ebbd5dac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14971,599)
  N=4 arm=selfcheckgpt real_2wiki_02526_62e8b66a0bdc11eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13478,556)
