Building 60 4-fault-injected hotpotqa_real examples (bench_seed=42, scan_limit=40000)...
Built 60 examples. seeds=[0, 1, 2], model=llama-3.3-70b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=4 real_hotpotqa_00013_5a79ad485542994bb9457036 seed=0 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2303,343)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=0 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2400,120)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=0 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4978,482)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=0 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4800,426)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=0 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4853,560)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=0 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13890,171)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=0 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(12656,273)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=0 arm=intro_specter: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5132,444)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=1 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2400,120)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=1 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4978,419)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=1 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4800,499)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=1 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4853,625)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13890,176)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=1 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(12656,273)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=1 arm=intro_specter: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5132,444)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=2 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2400,120)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=2 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4978,453)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=2 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4800,349)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=2 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4853,563)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13925,206)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=2 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(12656,273)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=2 arm=intro_specter: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5132,444)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=0 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2221,133)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=0 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4691,478)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=0 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4442,266)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=0 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4495,683)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=0 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(12816,200)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=0 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(12002,314)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=0 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4845,149)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=1 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2221,133)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=1 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4691,489)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=1 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4442,209)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=1 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4495,703)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(12816,178)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=1 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(11999,312)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=1 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4845,149)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=2 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2221,133)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=2 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4691,486)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=2 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4442,266)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4495,593)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(12816,218)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=2 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(11978,304)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=2 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4845,149)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=0 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2343,352)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=0 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5209,968)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=0 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4686,579)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=0 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4739,746)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=0 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13548,616)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=0 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13410,518)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=0 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5363,924)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=1 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2343,389)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=1 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5246,1005)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=1 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4686,608)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=1 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4739,847)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13548,456)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=1 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13541,565)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=1 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5400,1122)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=2 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2343,340)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=2 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5197,937)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=2 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4686,629)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=2 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4739,715)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13548,387)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=2 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13386,512)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=2 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5351,889)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=0 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2373,250)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=0 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5113,688)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=0 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4746,575)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=0 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4799,758)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=0 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13728,365)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=0 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(7889,374)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=0 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5267,756)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=1 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2373,246)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=1 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5109,682)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=1 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4746,401)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=1 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4799,683)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13728,312)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=1 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13137,569)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=1 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5263,755)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=2 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2373,258)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=2 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5121,783)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=2 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4746,405)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=2 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4799,725)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13763,397)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=2 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13141,492)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=2 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5275,821)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2350,278)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5096,839)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4700,459)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4753,764)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13726,355)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2350,278)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5250,732)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2350,218)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5008,618)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4700,481)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4753,713)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13726,301)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2350,218)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5162,646)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2350,215)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5005,806)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4700,486)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4753,631)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13724,334)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2350,215)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5159,643)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=0 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2339,309)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=0 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5162,945)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=0 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4678,532)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=0 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4731,779)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=0 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13524,407)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=0 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13292,484)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5316,686)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=1 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2339,261)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=1 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5058,725)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=1 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4678,567)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=1 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4731,800)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13524,335)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=1 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(12987,444)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5212,700)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=2 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2339,228)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=2 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5025,832)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=2 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4678,654)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=2 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4731,747)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13524,302)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=2 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(12889,436)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5179,661)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=0 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2325,262)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=0 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5056,1039)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=0 arm=full_regen: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4650,556)
