Building 60 4-fault-injected hotpotqa_real examples (bench_seed=42, scan_limit=40000)...
Built 60 examples. seeds=[0, 1, 2], model=qwen-2.5-7b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=4 real_hotpotqa_00013_5a79ad485542994bb9457036 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2344,287)
  N=4 real_hotpotqa_03914_5a7b1e22554299042af8f6e4 seed=0 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5092,603)
  N=4 real_hotpotqa_03914_5a7b1e22554299042af8f6e4 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4644,546)
  N=4 real_hotpotqa_03914_5a7b1e22554299042af8f6e4 seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4697,1006)
  N=4 real_hotpotqa_03914_5a7b1e22554299042af8f6e4 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(15818,435)
  N=4 real_hotpotqa_03914_5a7b1e22554299042af8f6e4 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(7875,825)
  N=4 real_hotpotqa_03914_5a7b1e22554299042af8f6e4 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5246,898)
  N=4 real_hotpotqa_03914_5a7b1e22554299042af8f6e4 seed=1 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2322,301)
  N=4 real_hotpotqa_03914_5a7b1e22554299042af8f6e4 seed=1 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5092,603)
  N=4 real_hotpotqa_03914_5a7b1e22554299042af8f6e4 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4644,410)
  N=4 real_hotpotqa_03914_5a7b1e22554299042af8f6e4 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4697,1006)
  N=4 real_hotpotqa_03914_5a7b1e22554299042af8f6e4 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(15833,456)
  N=4 real_hotpotqa_03914_5a7b1e22554299042af8f6e4 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(7875,825)
  N=4 real_hotpotqa_03914_5a7b1e22554299042af8f6e4 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5246,898)
  N=4 real_hotpotqa_03914_5a7b1e22554299042af8f6e4 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2322,302)
  N=4 real_hotpotqa_03914_5a7b1e22554299042af8f6e4 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5092,876)
  N=4 real_hotpotqa_03914_5a7b1e22554299042af8f6e4 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4644,470)
  N=4 real_hotpotqa_03914_5a7b1e22554299042af8f6e4 seed=2 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4697,1059)
  N=4 real_hotpotqa_03914_5a7b1e22554299042af8f6e4 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(13624,490)
  N=4 real_hotpotqa_03914_5a7b1e22554299042af8f6e4 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2322,302)
  N=4 real_hotpotqa_03914_5a7b1e22554299042af8f6e4 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5246,905)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=0 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2451,267)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=0 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5239,676)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=0 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4902,462)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=0 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4955,693)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=0 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14196,385)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=0 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14050,1134)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=0 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5393,658)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=1 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2451,267)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=1 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5239,676)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=1 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4902,477)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=1 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4955,693)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14196,352)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=1 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14050,1134)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=1 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5393,658)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=2 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2451,285)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=2 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5257,709)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=2 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4902,411)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=2 arm=react: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4955,937)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14332,394)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=2 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14143,1183)
  N=4 real_hotpotqa_03935_5ac2616b5542996366519997 seed=2 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5411,679)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=0 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2251,196)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=0 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4762,614)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=0 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4502,586)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=0 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4555,603)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=0 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13194,386)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=0 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(12759,969)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=0 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4916,747)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=1 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2251,196)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=1 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4762,614)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=1 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4502,314)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=1 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4555,603)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13260,451)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=1 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(12759,969)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=1 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4916,747)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=2 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2251,142)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=2 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4670,405)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=2 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4502,293)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=2 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4555,689)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(13168,282)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=2 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(12261,722)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=2 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4824,340)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=0 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2405,160)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=0 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5000,426)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=0 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4810,369)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=0 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4863,789)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=0 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14180,406)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=0 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13158,775)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=0 arm=intro_specter: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5154,530)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=1 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2405,160)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=1 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5000,426)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=1 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4810,399)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=1 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4863,789)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14138,363)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=1 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13158,775)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=1 arm=intro_specter: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5154,530)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=2 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2405,161)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=2 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5001,582)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=2 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4810,356)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=2 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4863,573)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14134,348)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=2 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13321,1004)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=2 arm=intro_specter: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5155,718)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=0 arm=direct: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2400,102)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=0 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4945,317)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=0 arm=full_regen: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4800,232)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=0 arm=react: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4853,511)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14021,198)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=0 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2400,102)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=0 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5099,285)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=1 arm=direct: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2400,102)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=1 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4945,317)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=1 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4800,213)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=1 arm=react: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4853,511)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14023,205)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=1 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2400,102)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=1 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5099,285)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=2 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2400,102)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=2 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4945,321)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=2 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4800,234)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=2 arm=react: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4853,434)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14022,202)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=2 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(12911,652)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=2 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5099,299)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2402,183)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5040,483)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4804,317)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4857,681)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14028,283)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2402,183)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5194,565)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2402,183)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5040,483)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4804,403)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4857,681)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14028,283)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2402,183)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5194,565)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2402,189)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5046,510)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4804,394)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4857,522)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14032,292)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2402,189)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5200,495)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2407,551)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5556,1482)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4814,801)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4867,951)
