Building 60 4-fault-injected hotpotqa_real examples (bench_seed=42, scan_limit=40000)...
Built 60 examples. seeds=[0, 1, 2], model=mistral-nemo-12b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=4 real_hotpotqa_00013_5a79ad485542994bb9457036 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2367,208)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5250,829)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2289,385)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5067,1362)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=2 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4578,830)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4634,969)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(15911,627)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2289,385)
  N=4 real_hotpotqa_03945_5ae67def5542991bbc9760f3 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5219,906)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=0 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2466,542)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=0 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5616,1260)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=0 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4932,1160)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=0 arm=react: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4988,1053)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(16924,751)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=0 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16222,2430)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=0 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5768,1283)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=1 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2466,542)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=1 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5616,1260)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=1 arm=full_regen: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4932,1188)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=1 arm=react: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4988,1053)
[RETRY] selfcheckgpt task=real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=0 attempt 1/5 failed (failed to obtain JSON after 3 attempts: could not parse JSON from model output:
{
  "final_output": "Mean Girls"); retrying in 3s
[RETRY] selfcheckgpt task=real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=0 attempt 2/5 failed (failed to obtain JSON after 3 attempts: could not parse JSON from model output:
{
  "final_output": "Mean Girls"); retrying in 6s
[RETRY] selfcheckgpt task=real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=0 attempt 3/5 failed (failed to obtain JSON after 3 attempts: could not parse JSON from model output:
{
  "final_output": "Mean Girls"); retrying in 12s
[RETRY] selfcheckgpt task=real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=0 attempt 4/5 failed (failed to obtain JSON after 3 attempts: could not parse JSON from model output:
{
  "final_output": "Mean Girls"); retrying in 24s
[ERROR] selfcheckgpt failed task=real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=0: failed to obtain JSON after 3 attempts: could not parse JSON from model output:
{
  "final_output": "Mean Girls"
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14493,714)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=1 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16222,2430)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=1 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5768,1283)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=2 arm=direct: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2466,318)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=2 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5329,845)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=2 arm=full_regen: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4932,609)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=2 arm=react: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4988,911)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14493,451)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=2 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2466,318)
  N=4 real_hotpotqa_04106_5a9087ac5542990a98493668 seed=2 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5481,812)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=0 arm=direct: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2426,251)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=0 arm=self_refine: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5161,829)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=0 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4852,453)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=0 arm=react: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4908,632)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(16627,416)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=0 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2426,251)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=0 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5313,568)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=1 arm=direct: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2426,251)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=1 arm=self_refine: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5161,829)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=1 arm=full_regen: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4852,633)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=1 arm=react: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4908,632)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(16653,419)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=1 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2426,251)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=1 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5313,568)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=2 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2426,302)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=2 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5254,932)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=2 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4852,602)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=2 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4908,743)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14265,445)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=2 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14454,1458)
  N=4 real_hotpotqa_04120_5adf94e05542995534e8c7f7 seed=2 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5406,692)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2452,290)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5273,910)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4904,747)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4960,778)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2452,290)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5425,817)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2452,290)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5273,910)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4904,585)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4960,778)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14407,442)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2452,290)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5425,817)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2452,484)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5530,1225)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4904,749)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4960,1106)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14413,626)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2452,484)
  N=4 real_hotpotqa_04152_5a7f81425542992097ad2f8e seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5682,1084)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2437,400)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=0 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(5396,1140)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=0 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4874,932)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4930,992)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14300,573)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2437,400)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5548,927)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2437,400)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=1 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(5396,1140)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=1 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4874,872)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4930,992)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14317,599)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2437,400)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5548,927)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2437,288)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5242,895)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=2 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4874,768)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4930,807)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14346,428)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2437,288)
  N=4 real_hotpotqa_04232_5a7a8d2355429941d65f26a1 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5394,684)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=0 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2408,365)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=0 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5303,785)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=0 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4816,662)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=0 arm=react: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4872,698)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=0 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14220,583)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=0 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14659,1631)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=0 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5455,828)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=1 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2408,365)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=1 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5303,785)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=1 arm=full_regen: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4816,448)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=1 arm=react: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4872,698)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14174,574)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=1 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14659,1631)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=1 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5455,828)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=2 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2408,458)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=2 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5438,1393)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=2 arm=full_regen: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4816,768)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=2 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4872,748)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14123,577)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=2 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14829,1422)
  N=4 real_hotpotqa_04519_5a7149595542994082a3e76f seed=2 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5590,913)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2480,159)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5155,511)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=0 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4960,596)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=0 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(5016,693)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14577,356)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2480,159)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5307,570)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2480,159)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5155,511)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4960,509)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=1 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(5016,693)
  N=4 real_hotpotqa_04564_5ae212c9554299495565d9de seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14573,356)
