Resuming arm=direct: 62 (task_id, seed) rows already present, will be skipped.
Resuming arm=self_refine: 62 (task_id, seed) rows already present, will be skipped.
Resuming arm=full_regen: 61 (task_id, seed) rows already present, will be skipped.
Resuming arm=react: 62 (task_id, seed) rows already present, will be skipped.
Resuming arm=selfcheckgpt: 61 (task_id, seed) rows already present, will be skipped.
Resuming arm=reflexion: 60 (task_id, seed) rows already present, will be skipped.
Resuming arm=intro_specter: 60 (task_id, seed) rows already present, will be skipped.
Building 60 recipes native-multi-fault (N=5) examples (bench_seed=42)...
Built 60 examples. seeds=[0, 1, 2], model=qwen-2.5-7b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=5 recipes_nonsynth_mf5_000021 seed=0 arm=reflexion: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=2/5 tokens=(8888,2354)
  N=5 recipes_nonsynth_mf5_000052 seed=0 arm=full_regen: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=3/5 tokens=(1878,1142)
  N=5 recipes_nonsynth_mf5_000052 seed=0 arm=react: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=False n_resolved=4/5 tokens=(1931,1971)
  N=5 recipes_nonsynth_mf5_000052 seed=0 arm=selfcheckgpt: per_fault={'time_limit': False, 'calories': True, 'servings': True, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(11612,2041)
  N=5 recipes_nonsynth_mf5_000052 seed=0 arm=reflexion: per_fault={'time_limit': True, 'calories': True, 'servings': True, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=True n_resolved=5/5 tokens=(9557,2665)
  N=5 recipes_nonsynth_mf5_000052 seed=0 arm=intro_specter: per_fault={'time_limit': False, 'calories': True, 'servings': True, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(2894,1380)
  N=5 recipes_nonsynth_mf5_000052 seed=1 arm=direct: per_fault={'time_limit': True, 'calories': True, 'servings': True, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=4/5 tokens=(939,725)
  N=5 recipes_nonsynth_mf5_000052 seed=1 arm=self_refine: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=2/5 tokens=(2740,1690)
  N=5 recipes_nonsynth_mf5_000052 seed=1 arm=full_regen: per_fault={'time_limit': False, 'calories': False, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=1/5 tokens=(1878,1178)
  N=5 recipes_nonsynth_mf5_000052 seed=1 arm=react: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=False n_resolved=4/5 tokens=(1931,1971)
  N=5 recipes_nonsynth_mf5_000052 seed=1 arm=selfcheckgpt: per_fault={'time_limit': False, 'calories': True, 'servings': True, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(12977,2309)
  N=5 recipes_nonsynth_mf5_000052 seed=1 arm=reflexion: per_fault={'time_limit': True, 'calories': True, 'servings': True, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=True n_resolved=5/5 tokens=(9557,2665)
  N=5 recipes_nonsynth_mf5_000052 seed=1 arm=intro_specter: per_fault={'time_limit': False, 'calories': True, 'servings': True, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(2894,1380)
  N=5 recipes_nonsynth_mf5_000052 seed=2 arm=direct: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=False n_resolved=4/5 tokens=(939,728)
  N=5 recipes_nonsynth_mf5_000052 seed=2 arm=self_refine: per_fault={'time_limit': False, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=False n_resolved=3/5 tokens=(2771,1765)
  N=5 recipes_nonsynth_mf5_000052 seed=2 arm=full_regen: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=False n_resolved=4/5 tokens=(1878,1469)
  N=5 recipes_nonsynth_mf5_000052 seed=2 arm=react: per_fault={'time_limit': True, 'calories': False, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=False n_resolved=3/5 tokens=(1931,2378)
  N=5 recipes_nonsynth_mf5_000052 seed=2 arm=selfcheckgpt: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=False n_resolved=4/5 tokens=(12686,2272)
  N=5 recipes_nonsynth_mf5_000052 seed=2 arm=reflexion: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=False n_resolved=4/5 tokens=(9345,2706)
  N=5 recipes_nonsynth_mf5_000052 seed=2 arm=intro_specter: per_fault={'time_limit': True, 'calories': True, 'servings': True, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(2925,1339)
  N=5 recipes_nonsynth_mf5_000053 seed=0 arm=direct: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=3/5 tokens=(997,941)
  N=5 recipes_nonsynth_mf5_000053 seed=0 arm=self_refine: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=3/5 tokens=(3100,2182)
  N=5 recipes_nonsynth_mf5_000053 seed=0 arm=full_regen: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(1959,1966)
  N=5 recipes_nonsynth_mf5_000053 seed=0 arm=react: per_fault={'time_limit': True, 'calories': True, 'servings': True, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(2012,2067)
  N=5 recipes_nonsynth_mf5_000053 seed=0 arm=selfcheckgpt: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=3/5 tokens=(15249,2871)
  N=5 recipes_nonsynth_mf5_000053 seed=0 arm=reflexion: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=3/5 tokens=(10821,3417)
  N=5 recipes_nonsynth_mf5_000053 seed=0 arm=intro_specter: per_fault={'time_limit': True, 'calories': False, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=1/5 tokens=(3254,1553)
  N=5 recipes_nonsynth_mf5_000053 seed=1 arm=direct: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=3/5 tokens=(997,941)
  N=5 recipes_nonsynth_mf5_000053 seed=1 arm=self_refine: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=3/5 tokens=(3100,2182)
  N=5 recipes_nonsynth_mf5_000053 seed=1 arm=full_regen: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=False n_resolved=4/5 tokens=(1959,1846)
  N=5 recipes_nonsynth_mf5_000053 seed=1 arm=react: per_fault={'time_limit': True, 'calories': True, 'servings': True, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(2012,2067)
  N=5 recipes_nonsynth_mf5_000053 seed=1 arm=selfcheckgpt: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=3/5 tokens=(13809,2640)
  N=5 recipes_nonsynth_mf5_000053 seed=1 arm=reflexion: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=3/5 tokens=(10821,3417)
  N=5 recipes_nonsynth_mf5_000053 seed=1 arm=intro_specter: per_fault={'time_limit': True, 'calories': False, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=1/5 tokens=(3254,1553)
  N=5 recipes_nonsynth_mf5_000053 seed=2 arm=direct: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=False n_resolved=4/5 tokens=(962,980)
  N=5 recipes_nonsynth_mf5_000053 seed=2 arm=self_refine: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=False n_resolved=4/5 tokens=(3091,2241)
  N=5 recipes_nonsynth_mf5_000053 seed=2 arm=full_regen: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(1924,1760)
  N=5 recipes_nonsynth_mf5_000053 seed=2 arm=react: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(1977,2665)
  N=5 recipes_nonsynth_mf5_000053 seed=2 arm=selfcheckgpt: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=False n_resolved=4/5 tokens=(15713,3124)
  N=5 recipes_nonsynth_mf5_000053 seed=2 arm=reflexion: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=False n_resolved=4/5 tokens=(10807,3352)
  N=5 recipes_nonsynth_mf5_000053 seed=2 arm=intro_specter: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(3245,1745)
  N=5 recipes_nonsynth_mf5_000054 seed=0 arm=direct: per_fault={'time_limit': True, 'calories': False, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=2/5 tokens=(938,824)
  N=5 recipes_nonsynth_mf5_000054 seed=0 arm=self_refine: per_fault={'time_limit': True, 'calories': False, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=2/5 tokens=(2922,1979)
  N=5 recipes_nonsynth_mf5_000054 seed=0 arm=full_regen: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=3/5 tokens=(1876,1661)
  N=5 recipes_nonsynth_mf5_000054 seed=0 arm=react: per_fault={'time_limit': True, 'calories': True, 'servings': True, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(1929,2356)
  N=5 recipes_nonsynth_mf5_000054 seed=0 arm=selfcheckgpt: per_fault={'time_limit': True, 'calories': False, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=2/5 tokens=(7348,2263)
  N=5 recipes_nonsynth_mf5_000054 seed=0 arm=reflexion: per_fault={'time_limit': True, 'calories': False, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=2/5 tokens=(10440,3284)
  N=5 recipes_nonsynth_mf5_000054 seed=0 arm=intro_specter: per_fault={'time_limit': True, 'calories': True, 'servings': True, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=4/5 tokens=(3076,1742)
  N=5 recipes_nonsynth_mf5_000054 seed=1 arm=direct: per_fault={'time_limit': True, 'calories': False, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=2/5 tokens=(938,824)
  N=5 recipes_nonsynth_mf5_000054 seed=1 arm=self_refine: per_fault={'time_limit': True, 'calories': False, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=2/5 tokens=(2922,1979)
  N=5 recipes_nonsynth_mf5_000054 seed=1 arm=full_regen: per_fault={'time_limit': True, 'calories': True, 'servings': True, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(1876,1761)
  N=5 recipes_nonsynth_mf5_000054 seed=1 arm=react: per_fault={'time_limit': True, 'calories': True, 'servings': True, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(1929,2356)
  N=5 recipes_nonsynth_mf5_000054 seed=1 arm=selfcheckgpt: per_fault={'time_limit': True, 'calories': False, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=2/5 tokens=(7324,2281)
  N=5 recipes_nonsynth_mf5_000054 seed=1 arm=reflexion: per_fault={'time_limit': True, 'calories': False, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=2/5 tokens=(10440,3284)
  N=5 recipes_nonsynth_mf5_000054 seed=1 arm=intro_specter: per_fault={'time_limit': True, 'calories': True, 'servings': True, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=4/5 tokens=(3076,1742)
  N=5 recipes_nonsynth_mf5_000054 seed=2 arm=direct: per_fault={'time_limit': True, 'calories': True, 'servings': True, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=4/5 tokens=(938,1018)
  N=5 recipes_nonsynth_mf5_000054 seed=2 arm=self_refine: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=3/5 tokens=(3081,2331)
  N=5 recipes_nonsynth_mf5_000054 seed=2 arm=full_regen: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=2/5 tokens=(1876,1491)
  N=5 recipes_nonsynth_mf5_000054 seed=2 arm=react: per_fault={'time_limit': False, 'calories': False, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=1/5 tokens=(1929,2397)
  N=5 recipes_nonsynth_mf5_000054 seed=2 arm=selfcheckgpt: per_fault={'time_limit': True, 'calories': True, 'servings': True, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=4/5 tokens=(13396,2794)
  N=5 recipes_nonsynth_mf5_000054 seed=2 arm=reflexion: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=3/5 tokens=(10906,3517)
  N=5 recipes_nonsynth_mf5_000054 seed=2 arm=intro_specter: per_fault={'time_limit': True, 'calories': True, 'servings': True, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=4/5 tokens=(3235,1903)
  N=5 recipes_nonsynth_mf5_000055 seed=0 arm=direct: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(952,504)
  N=5 recipes_nonsynth_mf5_000055 seed=0 arm=self_refine: per_fault={'time_limit': True, 'calories': False, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=2/5 tokens=(2482,1392)
  N=5 recipes_nonsynth_mf5_000055 seed=0 arm=full_regen: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(1869,1133)
  N=5 recipes_nonsynth_mf5_000055 seed=0 arm=react: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=2/5 tokens=(1922,1748)
  N=5 recipes_nonsynth_mf5_000055 seed=0 arm=selfcheckgpt: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(11314,2057)
  N=5 recipes_nonsynth_mf5_000055 seed=0 arm=reflexion: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(8447,2406)
  N=5 recipes_nonsynth_mf5_000055 seed=0 arm=intro_specter: per_fault={'time_limit': True, 'calories': True, 'servings': True, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(2636,1089)
  N=5 recipes_nonsynth_mf5_000055 seed=1 arm=direct: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(952,504)
  N=5 recipes_nonsynth_mf5_000055 seed=1 arm=self_refine: per_fault={'time_limit': True, 'calories': False, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=2/5 tokens=(2482,1392)
  N=5 recipes_nonsynth_mf5_000055 seed=1 arm=full_regen: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(1869,1247)
  N=5 recipes_nonsynth_mf5_000055 seed=1 arm=react: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=2/5 tokens=(1922,1748)
  N=5 recipes_nonsynth_mf5_000055 seed=1 arm=selfcheckgpt: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(11221,1913)
  N=5 recipes_nonsynth_mf5_000055 seed=1 arm=reflexion: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(8447,2406)
  N=5 recipes_nonsynth_mf5_000055 seed=1 arm=intro_specter: per_fault={'time_limit': True, 'calories': True, 'servings': True, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(2636,1089)
  N=5 recipes_nonsynth_mf5_000055 seed=2 arm=direct: per_fault={'time_limit': False, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=False n_resolved=3/5 tokens=(917,660)
  N=5 recipes_nonsynth_mf5_000055 seed=2 arm=self_refine: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(2653,1720)
  N=5 recipes_nonsynth_mf5_000055 seed=2 arm=full_regen: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(1834,1354)
  N=5 recipes_nonsynth_mf5_000055 seed=2 arm=react: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(1887,2157)
  N=5 recipes_nonsynth_mf5_000055 seed=2 arm=selfcheckgpt: per_fault={'time_limit': False, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=False n_resolved=3/5 tokens=(6961,1782)
  N=5 recipes_nonsynth_mf5_000055 seed=2 arm=reflexion: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=False n_resolved=4/5 tokens=(9131,2678)
  N=5 recipes_nonsynth_mf5_000055 seed=2 arm=intro_specter: per_fault={'time_limit': True, 'calories': True, 'servings': True, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=True n_resolved=5/5 tokens=(2807,1636)
  N=5 recipes_nonsynth_mf5_000056 seed=0 arm=direct: per_fault={'time_limit': False, 'calories': True, 'servings': True, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=2/5 tokens=(927,754)
  N=5 recipes_nonsynth_mf5_000056 seed=0 arm=self_refine: per_fault={'time_limit': True, 'calories': False, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=2/5 tokens=(2745,1698)
  N=5 recipes_nonsynth_mf5_000056 seed=0 arm=full_regen: per_fault={'time_limit': False, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=1/5 tokens=(1854,1663)
  N=5 recipes_nonsynth_mf5_000056 seed=0 arm=react: per_fault={'time_limit': False, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=1/5 tokens=(1907,2042)
  N=5 recipes_nonsynth_mf5_000056 seed=0 arm=selfcheckgpt: per_fault={'time_limit': False, 'calories': True, 'servings': True, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=2/5 tokens=(8071,2021)
  N=5 recipes_nonsynth_mf5_000056 seed=0 arm=reflexion: per_fault={'time_limit': False, 'calories': False, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=0/5 tokens=(11017,4920)
  N=5 recipes_nonsynth_mf5_000056 seed=0 arm=intro_specter: per_fault={'time_limit': True, 'calories': True, 'servings': True, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(2899,1252)
  N=5 recipes_nonsynth_mf5_000056 seed=1 arm=direct: per_fault={'time_limit': False, 'calories': True, 'servings': True, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=2/5 tokens=(927,754)
  N=5 recipes_nonsynth_mf5_000056 seed=1 arm=self_refine: per_fault={'time_limit': True, 'calories': False, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': False} all_resolved=False n_resolved=2/5 tokens=(2745,1698)
  N=5 recipes_nonsynth_mf5_000056 seed=1 arm=full_regen: per_fault={'time_limit': False, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=1/5 tokens=(1854,1342)
  N=5 recipes_nonsynth_mf5_000056 seed=1 arm=react: per_fault={'time_limit': False, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=1/5 tokens=(1907,2042)
  N=5 recipes_nonsynth_mf5_000056 seed=1 arm=selfcheckgpt: per_fault={'time_limit': False, 'calories': True, 'servings': True, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=2/5 tokens=(8357,2107)
  N=5 recipes_nonsynth_mf5_000056 seed=1 arm=reflexion: per_fault={'time_limit': False, 'calories': False, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=0/5 tokens=(11017,4920)
  N=5 recipes_nonsynth_mf5_000056 seed=1 arm=intro_specter: per_fault={'time_limit': True, 'calories': True, 'servings': True, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=3/5 tokens=(2899,1252)
  N=5 recipes_nonsynth_mf5_000056 seed=2 arm=direct: per_fault={'time_limit': False, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=1/5 tokens=(927,731)
  N=5 recipes_nonsynth_mf5_000056 seed=2 arm=self_refine: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': True} all_resolved=False n_resolved=3/5 tokens=(2750,1578)
  N=5 recipes_nonsynth_mf5_000056 seed=2 arm=full_regen: per_fault={'time_limit': False, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=1/5 tokens=(1854,1424)
  N=5 recipes_nonsynth_mf5_000056 seed=2 arm=react: per_fault={'time_limit': False, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=1/5 tokens=(1907,2062)
  N=5 recipes_nonsynth_mf5_000056 seed=2 arm=selfcheckgpt: per_fault={'time_limit': False, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=1/5 tokens=(12177,2191)
  N=5 recipes_nonsynth_mf5_000056 seed=2 arm=reflexion: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=2/5 tokens=(9620,2705)
  N=5 recipes_nonsynth_mf5_000056 seed=2 arm=intro_specter: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': False, 'excl_ingredient_2': False} all_resolved=False n_resolved=2/5 tokens=(2904,1484)
  N=5 recipes_nonsynth_mf5_000057 seed=0 arm=direct: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=False n_resolved=4/5 tokens=(934,1184)
  N=5 recipes_nonsynth_mf5_000057 seed=0 arm=self_refine: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=False n_resolved=4/5 tokens=(3295,2766)
  N=5 recipes_nonsynth_mf5_000057 seed=0 arm=full_regen: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=False n_resolved=4/5 tokens=(1868,2087)
  N=5 recipes_nonsynth_mf5_000057 seed=0 arm=react: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=False n_resolved=4/5 tokens=(1921,2350)
  N=5 recipes_nonsynth_mf5_000057 seed=0 arm=selfcheckgpt: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=False n_resolved=4/5 tokens=(13812,2943)
  N=5 recipes_nonsynth_mf5_000057 seed=0 arm=reflexion: per_fault={'time_limit': False, 'calories': True, 'servings': True, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=False n_resolved=4/5 tokens=(12262,4466)
  N=5 recipes_nonsynth_mf5_000057 seed=0 arm=intro_specter: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=False n_resolved=4/5 tokens=(3449,2831)
  N=5 recipes_nonsynth_mf5_000057 seed=1 arm=direct: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=False n_resolved=4/5 tokens=(934,1184)
  N=5 recipes_nonsynth_mf5_000057 seed=1 arm=self_refine: per_fault={'time_limit': True, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=False n_resolved=4/5 tokens=(3295,2766)
  N=5 recipes_nonsynth_mf5_000057 seed=1 arm=full_regen: per_fault={'time_limit': False, 'calories': True, 'servings': False, 'excl_ingredient_1': True, 'excl_ingredient_2': True} all_resolved=False n_resolved=3/5 tokens=(1868,1688)
