Building 60 4-fault-injected longmemeval_real examples (bench_seed=42, scan_limit=40000, model=mistral-nemo-12b provider=openrouter model_id=mistralai/mistral-nemo)...
Built 60 examples. seeds=[0, 1, 2], arms=['direct', 'self_refine', 'reflexion', 'full_regen', 'react', 'selfcheckgpt', 'intro_specter']
  model=mistral-nemo-12b N=4 arm=direct real_lme_00018_gpt4_d31cdae3 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2705,368)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_01720_gpt4_4929293b seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15740,667)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_01720_gpt4_4929293b seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15671,701)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_01720_gpt4_4929293b seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15670,482)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_01958_gpt4_fa19884d seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15817,364)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_01958_gpt4_fa19884d seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15811,360)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_01958_gpt4_fa19884d seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15789,489)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_02098_d6062bb9 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(18547,577)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_02098_d6062bb9 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(18571,557)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_02098_d6062bb9 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15710,452)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_02112_945e3d21 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15954,415)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_02112_945e3d21 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15955,418)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_02112_945e3d21 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(15990,616)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_02119_gpt4_9a159967 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15345,193)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_02119_gpt4_9a159967 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15328,183)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_02119_gpt4_9a159967 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15354,296)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_02276_4388e9dd seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(16871,560)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_02276_4388e9dd seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(16874,528)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_02276_4388e9dd seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(16841,528)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_02335_gpt4_7ddcf75f seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(16504,334)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_02335_gpt4_7ddcf75f seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(16507,312)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_02335_gpt4_7ddcf75f seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(16559,298)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_02374_b6019101 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(16447,495)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_02374_b6019101 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(16446,482)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_02374_b6019101 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(16485,607)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_02431_bc149d6b seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(16366,533)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_02431_bc149d6b seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(16338,515)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_02431_bc149d6b seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(16336,408)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_02438_gpt4_e072b769 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(16610,251)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_02438_gpt4_e072b769 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(16656,267)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_02438_gpt4_e072b769 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(16598,253)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_02738_830ce83f seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14993,629)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_02738_830ce83f seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15003,639)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_02738_830ce83f seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15018,440)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_02866_6e984302 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15362,451)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_02866_6e984302 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15374,482)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_02866_6e984302 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15362,459)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_02918_gpt4_d84a3211 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15333,582)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_02918_gpt4_d84a3211 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15335,566)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_02918_gpt4_d84a3211 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15294,608)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_02971_6071bd76 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15931,635)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_02971_6071bd76 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15874,583)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_02971_6071bd76 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15852,558)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_02988_gpt4_8279ba03 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(19550,594)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_02988_gpt4_8279ba03 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(19559,601)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_02988_gpt4_8279ba03 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16705,445)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_03038_7527f7e2 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15747,418)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_03038_7527f7e2 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(18323,439)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_03038_7527f7e2 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15692,529)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_03198_0bb5a684 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15362,674)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_03198_0bb5a684 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15370,691)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_03198_0bb5a684 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15366,547)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_03261_60bf93ed seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16056,404)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_03261_60bf93ed seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16051,398)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_03261_60bf93ed seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16076,381)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_03337_gpt4_1916e0ea seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(17404,411)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_03337_gpt4_1916e0ea seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(17345,365)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_03337_gpt4_1916e0ea seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(17364,582)
[RETRY] selfcheckgpt task=real_lme_05009_gpt4_a2d1d1f6 seed=0 attempt 1/5 failed (failed to obtain JSON after 3 attempts: could not parse JSON from model output:
{
  "final_output": "您三天前摘自了您的 увственروق/framework/LARNING_groups__ACE_2023_users_2023_03.csv:您用户167_handlbld4增); retrying in 3s
[RETRY] selfcheckgpt task=real_lme_05009_gpt4_a2d1d1f6 seed=0 attempt 2/5 failed (failed to obtain JSON after 3 attempts: could not parse JSON from model output:
{
  "final_output": "您三天前摘自了您的 увственروق/framework/LARNING_groups__ACE_2023_users_2023_03.csv:您用户167_handlbld4增); retrying in 6s
[RETRY] selfcheckgpt task=real_lme_05009_gpt4_a2d1d1f6 seed=0 attempt 3/5 failed (failed to obtain JSON after 3 attempts: could not parse JSON from model output:
{
  "final_output": "您三天前摘自了您的 увственروق/framework/LARNING_groups__ACE_2023_users_2023_03.csv:您用户167_handlbld4增); retrying in 12s
[RETRY] selfcheckgpt task=real_lme_05009_gpt4_a2d1d1f6 seed=0 attempt 4/5 failed (failed to obtain JSON after 3 attempts: could not parse JSON from model output:
{
  "final_output": "您三天前摘自了您的 увственروق/framework/LARNING_groups__ACE_2023_users_2023_03.csv:您用户167_handlbld4增); retrying in 24s
[ERROR] selfcheckgpt failed task=real_lme_05009_gpt4_a2d1d1f6 seed=0: failed to obtain JSON after 3 attempts: could not parse JSON from model output:
{
  "final_output": "您三天前摘自了您的 увственروق/framework/LARNING_groups__ACE_2023_users_2023_03.csv:您用户167_handlbld4增
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_03429_cc5ded98 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15358,490)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_03429_cc5ded98 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15303,476)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_03429_cc5ded98 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15334,557)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_03568_c4f10528 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15766,416)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_03568_c4f10528 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15776,426)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_03568_c4f10528 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15780,292)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_03671_71017276 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15263,371)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_03671_71017276 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15314,435)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_03671_71017276 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15317,453)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_03718_gpt4_76048e76 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(19603,821)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_03718_gpt4_76048e76 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(19587,825)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_03718_gpt4_76048e76 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(19854,1065)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_03815_gpt4_e05b82a6 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15753,512)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_03815_gpt4_e05b82a6 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15752,506)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_03815_gpt4_e05b82a6 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15777,498)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_03948_1a1907b4 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(23458,1138)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_03948_1a1907b4 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(23820,1373)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_03948_1a1907b4 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(23518,1048)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_04636_ba358f49_abs seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16933,379)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_04636_ba358f49_abs seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16927,366)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_04636_ba358f49_abs seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16962,514)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_04804_a89d7624 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(18274,661)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_04804_a89d7624 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(18175,610)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_04804_a89d7624 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(18148,586)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_04855_eeda8a6d_abs seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(19050,421)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_04855_eeda8a6d_abs seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16360,447)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_04855_eeda8a6d_abs seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(19042,429)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_05009_gpt4_a2d1d1f6 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16796,542)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_05009_gpt4_a2d1d1f6 seed=2: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16803,547)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_05020_41275add seed=0: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(12764,577)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_05020_41275add seed=1: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(12809,580)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_05020_41275add seed=2: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(12732,718)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_05138_603deb26 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16672,623)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_05138_603deb26 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16647,616)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_05138_603deb26 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(16629,601)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_05283_8b9d4367 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14595,411)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_05283_8b9d4367 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14558,390)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_05283_8b9d4367 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14741,414)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_05580_gpt4_7bc6cf22 seed=0: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15710,467)
[RETRY] selfcheckgpt task=real_lme_05821_0977f2af seed=1 attempt 1/5 failed (failed to obtain JSON after 3 attempts: could not parse JSON from model output:
{
  "final_output": "Instant Pot"); retrying in 3s
[RETRY] selfcheckgpt task=real_lme_05821_0977f2af seed=1 attempt 2/5 failed (failed to obtain JSON after 3 attempts: could not parse JSON from model output:
{
  "final_output": "Instant Pot"); retrying in 6s
[RETRY] selfcheckgpt task=real_lme_05821_0977f2af seed=1 attempt 3/5 failed (failed to obtain JSON after 3 attempts: could not parse JSON from model output:
{
  "final_output": "Instant Pot"); retrying in 12s
[RETRY] selfcheckgpt task=real_lme_05821_0977f2af seed=1 attempt 4/5 failed (failed to obtain JSON after 3 attempts: could not parse JSON from model output:
{
  "final_output": "Instant Pot"); retrying in 24s
[ERROR] selfcheckgpt failed task=real_lme_05821_0977f2af seed=1: failed to obtain JSON after 3 attempts: could not parse JSON from model output:
{
  "final_output": "Instant Pot"
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_05580_gpt4_7bc6cf22 seed=1: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15654,444)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_05580_gpt4_7bc6cf22 seed=2: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15702,594)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_05617_830ce83f seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14967,462)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_05617_830ce83f seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15004,468)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_05617_830ce83f seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14966,513)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_05649_15745da0_abs seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(17878,346)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_05649_15745da0_abs seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15296,318)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_05649_15745da0_abs seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(17902,596)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_05705_d905b33f seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(15129,316)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_05705_d905b33f seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(15061,275)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_05705_d905b33f seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(15139,521)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_05757_gpt4_213fd887 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15978,560)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_05757_gpt4_213fd887 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15988,590)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_05757_gpt4_213fd887 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15978,496)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_05821_0977f2af seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(16439,454)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_05821_0977f2af seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(16452,485)
  model=mistral-nemo-12b N=4 arm=selfcheckgpt real_lme_05844_8550ddae seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15801,427)
