Building 60 2-fault-injected longmemeval_real examples (bench_seed=42, scan_limit=3000, model=llama-3.3-70b provider=together model_id=meta-llama/Llama-3.3-70B-Instruct-Turbo)...
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00037_faba32e5 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12641,471)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00038_b86304ba seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(11958,343)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00038_b86304ba seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(11958,353)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00038_b86304ba seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(11958,502)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00039_gpt4_d6585ce8 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(15041,436)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00039_gpt4_d6585ce8 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(17544,426)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00039_gpt4_d6585ce8 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(17549,456)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00040_gpt4_0b2f1d21 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(14634,784)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00040_gpt4_0b2f1d21 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(14652,896)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00040_gpt4_0b2f1d21 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(14682,626)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00042_gpt4_5501fe77 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(12870,318)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00042_gpt4_5501fe77 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(12870,376)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00042_gpt4_5501fe77 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(12870,378)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00043_c2ac3c61 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(13053,457)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00043_c2ac3c61 seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(15266,554)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00043_c2ac3c61 seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(15226,856)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00044_gpt4_ec93e27f seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(12234,460)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00044_gpt4_ec93e27f seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(12234,764)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00044_gpt4_ec93e27f seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(12234,535)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00045_06db6396 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12670,561)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00045_06db6396 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12689,644)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00045_06db6396 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12456,631)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00047_f685340e seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(16126,620)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00047_f685340e seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(16090,672)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00047_f685340e seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(16058,729)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00048_dccbc061 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(11440,326)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00048_dccbc061 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(11440,335)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00048_dccbc061 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(11440,313)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00049_0862e8bf_abs seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(14465,631)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00049_0862e8bf_abs seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(14465,496)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00049_0862e8bf_abs seed=2: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(14465,487)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00050_0862e8bf seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12696,359)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00050_0862e8bf seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12696,442)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00050_0862e8bf seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12696,316)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00051_2ebe6c90 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(12586,746)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00051_2ebe6c90 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(12586,713)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00051_2ebe6c90 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(12586,464)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00052_1faac195 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(14900,981)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00052_1faac195 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(14859,969)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00052_1faac195 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(14922,939)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00053_21d02d0d seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(13397,422)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00053_21d02d0d seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(13418,425)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00053_21d02d0d seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(13405,461)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00054_603deb26 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(13530,465)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00054_603deb26 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(13530,496)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00054_603deb26 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(13530,469)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00055_7e974930 seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(12732,259)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00055_7e974930 seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(12732,296)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00055_7e974930 seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(12732,327)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00057_dd2973ad seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(13086,372)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00057_dd2973ad seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(13086,346)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00057_dd2973ad seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(13086,579)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00058_b320f3f8 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(11932,395)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00058_b320f3f8 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(11932,390)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00058_b320f3f8 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(11932,376)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00059_2ebe6c90 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(12616,638)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00059_2ebe6c90 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(12616,722)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00059_2ebe6c90 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(12616,436)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00064_gpt4_e061b84f seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(14285,558)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00064_gpt4_e061b84f seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(14285,562)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00064_gpt4_e061b84f seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(14326,602)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00066_8e91e7d9 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(11646,463)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00066_8e91e7d9 seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(13741,487)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00066_8e91e7d9 seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(11646,283)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00067_41698283 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(12828,517)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00067_41698283 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(12828,408)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00067_41698283 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(12828,335)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00068_dad224aa seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(13151,425)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00068_dad224aa seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(13150,428)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00068_dad224aa seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(13150,461)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00069_gpt4_31ff4165 seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(13578,571)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00069_gpt4_31ff4165 seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(13578,382)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00069_gpt4_31ff4165 seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(13578,332)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00070_bc149d6b seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(13068,470)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00070_bc149d6b seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(13068,283)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00070_bc149d6b seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(13068,449)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00071_51b23612 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12257,362)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00071_51b23612 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12269,323)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00071_51b23612 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12257,326)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00072_08f4fc43 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(12861,503)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00072_08f4fc43 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(12798,633)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00072_08f4fc43 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(12838,448)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00073_89941a94 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(13147,443)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00073_89941a94 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(13155,454)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00073_89941a94 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(13147,416)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00074_681a1674 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(11958,530)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00074_681a1674 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(11958,412)
  model=llama-3.3-70b N=2 arm=selfcheckgpt real_lme_00074_681a1674 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(11958,542)
--- [llama-3.3-70b][selfcheckgpt] N=2: rows written=180 errors=0 tokens_in=2393158 tokens_out=87661 ---
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00000_gpt4_2ba83207 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5266,842)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00000_gpt4_2ba83207 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5765,988)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00000_gpt4_2ba83207 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5442,901)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00001_603deb26 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5577,829)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00001_603deb26 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5475,887)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00001_603deb26 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5590,860)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00002_51c32626 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4829,651)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00002_51c32626 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4828,645)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00002_51c32626 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4817,687)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00004_gpt4_2655b836 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4752,700)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00004_gpt4_2655b836 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4746,679)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00004_gpt4_2655b836 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4721,641)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00005_2698e78f_abs seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4671,636)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00005_2698e78f_abs seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4827,744)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00005_2698e78f_abs seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4679,646)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00006_gpt4_1d80365e seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5194,1082)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00006_gpt4_1d80365e seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5176,985)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00006_gpt4_1d80365e seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5468,1168)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00007_5025383b seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4528,795)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00007_5025383b seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4529,588)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00007_5025383b seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4517,685)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00008_gpt4_cd90e484 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4841,627)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00008_gpt4_cd90e484 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4919,712)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00008_gpt4_cd90e484 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4892,935)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00009_c19f7a0b seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5263,704)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00009_c19f7a0b seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5221,663)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00009_c19f7a0b seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5141,702)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00010_0a34ad58 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5813,685)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00010_0a34ad58 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5820,733)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00010_0a34ad58 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5798,538)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00011_gpt4_65aabe59 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5177,550)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00011_gpt4_65aabe59 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5274,628)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00011_gpt4_65aabe59 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5273,680)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00012_d6233ab6 seed=0: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5594,654)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00012_d6233ab6 seed=1: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5613,683)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00012_d6233ab6 seed=2: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5607,673)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00014_gpt4_c27434e8_abs seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4730,586)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00014_gpt4_c27434e8_abs seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4730,586)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00014_gpt4_c27434e8_abs seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4816,635)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00016_f8c5f88b seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5093,731)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00016_f8c5f88b seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5114,759)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00016_f8c5f88b seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5072,712)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00018_gpt4_d31cdae3 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5338,872)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00018_gpt4_d31cdae3 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5357,884)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00018_gpt4_d31cdae3 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5418,1017)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00019_gpt4_e414231f seed=0: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5150,622)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00019_gpt4_e414231f seed=1: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5150,622)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00019_gpt4_e414231f seed=2: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5194,663)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00021_e56a43b9 seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(5285,899)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00021_e56a43b9 seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(5304,791)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00021_e56a43b9 seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(5551,1083)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00022_6cb6f249 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4752,873)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00022_6cb6f249 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4679,755)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00022_6cb6f249 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4752,873)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00023_e48988bc seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(3966,729)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00023_e48988bc seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(3965,657)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00023_e48988bc seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(3965,657)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00025_gpt4_4929293b seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5317,962)
  model=llama-3.3-70b N=2 arm=intro_specter real_lme_00025_gpt4_4929293b seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4978,696)
