Building 60 4-fault-injected longmemeval_real examples (bench_seed=42, scan_limit=40000, model=qwen-2.5-7b provider=openrouter model_id=qwen/qwen-2.5-7b-instruct)...
Built 60 examples. seeds=[0, 1, 2], arms=['direct', 'self_refine', 'reflexion', 'full_regen', 'react', 'selfcheckgpt', 'intro_specter']
  model=qwen-2.5-7b N=4 arm=direct real_lme_00018_gpt4_d31cdae3 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2657,150)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_01107_08e075c7 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15356,338)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_01107_08e075c7 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15362,334)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_01107_08e075c7 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15362,343)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_01294_4fd1909e seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15410,308)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_01294_4fd1909e seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15393,293)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_01294_4fd1909e seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15392,314)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_01456_f685340e seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16422,499)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_01456_f685340e seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16422,503)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_01456_f685340e seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(19110,542)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_01592_078150f1 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15365,384)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_01592_078150f1 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15361,375)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_01592_078150f1 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15352,371)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_01602_a2f3aa27 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14861,281)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_01602_a2f3aa27 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14849,256)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_01602_a2f3aa27 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(14838,390)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_01669_gpt4_468eb063 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15189,331)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_01669_gpt4_468eb063 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15159,281)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_01669_gpt4_468eb063 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15164,417)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_01720_gpt4_4929293b seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15267,255)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_01720_gpt4_4929293b seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15264,251)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_01720_gpt4_4929293b seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15263,255)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_01958_gpt4_fa19884d seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15556,407)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_01958_gpt4_fa19884d seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15555,405)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_01958_gpt4_fa19884d seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15557,416)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_02098_d6062bb9 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15465,248)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_02098_d6062bb9 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15419,215)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_02098_d6062bb9 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15439,230)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_02112_945e3d21 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15707,347)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_02112_945e3d21 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15715,360)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_02112_945e3d21 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15711,348)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_02119_gpt4_9a159967 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15011,284)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_02119_gpt4_9a159967 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15038,312)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_02119_gpt4_9a159967 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(17516,307)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_02276_4388e9dd seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(16560,567)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_02276_4388e9dd seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(16576,579)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_02276_4388e9dd seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(16560,381)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_02335_gpt4_7ddcf75f seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16107,403)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_02335_gpt4_7ddcf75f seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16094,383)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_02335_gpt4_7ddcf75f seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16109,401)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_02374_b6019101 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(16144,352)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_02374_b6019101 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(18829,382)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_02374_b6019101 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(16143,343)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_02431_bc149d6b seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16132,290)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_02431_bc149d6b seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16137,285)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_02431_bc149d6b seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16123,264)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_02438_gpt4_e072b769 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(16170,441)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_02438_gpt4_e072b769 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(16177,428)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_02438_gpt4_e072b769 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(16167,403)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_02738_830ce83f seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14603,350)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_02738_830ce83f seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14599,337)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_02738_830ce83f seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14600,364)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_02866_6e984302 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15031,383)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_02866_6e984302 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15020,362)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_02866_6e984302 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15027,361)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_02918_gpt4_d84a3211 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15013,438)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_02918_gpt4_d84a3211 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(17517,463)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_02918_gpt4_d84a3211 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15017,373)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_02971_6071bd76 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15489,531)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_02971_6071bd76 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(18056,550)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_02971_6071bd76 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15496,552)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_02988_gpt4_8279ba03 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(18676,397)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_02988_gpt4_8279ba03 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(18644,367)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_02988_gpt4_8279ba03 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15994,353)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_03038_7527f7e2 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15329,247)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_03038_7527f7e2 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15327,259)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_03038_7527f7e2 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15323,241)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_03198_0bb5a684 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14748,371)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_03198_0bb5a684 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14748,303)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_03198_0bb5a684 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14948,397)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_03261_60bf93ed seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15809,429)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_03261_60bf93ed seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15787,385)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_03261_60bf93ed seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15791,408)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_03337_gpt4_1916e0ea seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16601,459)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_03337_gpt4_1916e0ea seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16602,453)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_03337_gpt4_1916e0ea seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16616,516)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_03429_cc5ded98 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14920,275)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_03429_cc5ded98 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14922,274)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_03429_cc5ded98 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14915,226)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_03568_c4f10528 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15300,307)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_03568_c4f10528 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15300,306)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_03568_c4f10528 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15300,268)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_03671_71017276 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14628,372)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_03671_71017276 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14628,335)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_03671_71017276 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14820,469)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_03718_gpt4_76048e76 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15960,483)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_03718_gpt4_76048e76 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15980,483)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_03718_gpt4_76048e76 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15977,469)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_03815_gpt4_e05b82a6 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15401,501)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_03815_gpt4_e05b82a6 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15400,500)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_03815_gpt4_e05b82a6 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15398,463)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_03948_1a1907b4 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(18811,686)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_03948_1a1907b4 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(22065,854)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_03948_1a1907b4 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(18786,610)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_04636_ba358f49_abs seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(16473,551)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_04636_ba358f49_abs seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(16473,580)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_04636_ba358f49_abs seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(16463,617)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_04804_a89d7624 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(17811,532)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_04804_a89d7624 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(17731,465)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_04804_a89d7624 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(17802,608)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_04855_eeda8a6d_abs seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16076,574)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_04855_eeda8a6d_abs seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16076,574)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_04855_eeda8a6d_abs seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16076,579)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_05009_gpt4_a2d1d1f6 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15810,383)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_05009_gpt4_a2d1d1f6 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15810,384)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_05009_gpt4_a2d1d1f6 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15810,369)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_05020_41275add seed=0: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(12411,375)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_05020_41275add seed=1: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(12408,392)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_05020_41275add seed=2: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(12458,432)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_05138_603deb26 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(16194,458)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_05138_603deb26 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(16224,491)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_05138_603deb26 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(16215,369)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_05283_8b9d4367 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14436,379)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_05283_8b9d4367 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14459,403)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_05283_8b9d4367 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14473,442)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_05580_gpt4_7bc6cf22 seed=0: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15360,270)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_05580_gpt4_7bc6cf22 seed=1: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15349,259)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_05580_gpt4_7bc6cf22 seed=2: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15368,278)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_05617_830ce83f seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(17008,315)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_05617_830ce83f seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(17011,314)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_05617_830ce83f seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14576,290)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_05649_15745da0_abs seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15051,332)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_05649_15745da0_abs seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15051,359)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_05649_15745da0_abs seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(15052,339)
  model=qwen-2.5-7b N=4 arm=selfcheckgpt real_lme_05705_d905b33f seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(17086,363)
