Building 60 2-fault-injected longmemeval_real examples (bench_seed=42, scan_limit=3000, model=mistral-nemo-12b provider=openrouter model_id=mistralai/mistral-nemo)...
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00039_gpt4_d6585ce8 seed=2: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(17377,1068)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00040_gpt4_0b2f1d21 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12938,500)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00040_gpt4_0b2f1d21 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(15004,521)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00040_gpt4_0b2f1d21 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12904,474)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00042_gpt4_5501fe77 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(15657,435)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00042_gpt4_5501fe77 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(15650,442)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00042_gpt4_5501fe77 seed=2: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(13431,472)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00043_c2ac3c61 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(13203,468)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00043_c2ac3c61 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(13202,445)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00043_c2ac3c61 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(13206,237)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00044_gpt4_ec93e27f seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(12871,282)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00044_gpt4_ec93e27f seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(12869,279)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00044_gpt4_ec93e27f seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(15026,561)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00045_06db6396 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12934,412)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00045_06db6396 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12950,421)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00045_06db6396 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12957,409)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00047_f685340e seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(13855,463)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00047_f685340e seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(13917,451)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00047_f685340e seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(13882,516)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00048_dccbc061 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(14350,634)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00048_dccbc061 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(14350,634)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00048_dccbc061 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(14183,490)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00049_0862e8bf_abs seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(14592,467)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00049_0862e8bf_abs seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(14584,461)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00049_0862e8bf_abs seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(14580,471)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00050_0862e8bf seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12980,332)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00050_0862e8bf seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12948,336)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00050_0862e8bf seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12983,286)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00051_2ebe6c90 seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(12995,623)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00051_2ebe6c90 seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(13046,657)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00051_2ebe6c90 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(15144,638)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00052_1faac195 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(12884,162)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00052_1faac195 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(12884,154)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00052_1faac195 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(13017,256)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00053_21d02d0d seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(15984,519)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00053_21d02d0d seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(15985,525)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00053_21d02d0d seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(13697,457)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00054_603deb26 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(17063,795)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00054_603deb26 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(17014,786)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00054_603deb26 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(17139,849)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00055_7e974930 seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(15930,493)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00055_7e974930 seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(15925,506)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00055_7e974930 seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(15918,494)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00057_dd2973ad seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(13979,387)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00057_dd2973ad seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(14044,383)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00057_dd2973ad seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(13974,374)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00058_b320f3f8 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(12330,333)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00058_b320f3f8 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(12287,336)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00058_b320f3f8 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(12255,326)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00059_2ebe6c90 seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(13123,874)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00059_2ebe6c90 seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(13114,858)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00059_2ebe6c90 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(15254,790)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00064_gpt4_e061b84f seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(14650,510)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00064_gpt4_e061b84f seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(14635,478)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00064_gpt4_e061b84f seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(14631,477)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00066_8e91e7d9 seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(14212,417)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00066_8e91e7d9 seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(14212,427)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00066_8e91e7d9 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(12210,568)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00067_41698283 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(13752,488)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00067_41698283 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(13723,491)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00067_41698283 seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(13705,751)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00068_dad224aa seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(13540,363)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00068_dad224aa seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(13567,409)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00068_dad224aa seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(13528,557)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00069_gpt4_31ff4165 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(16755,635)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00069_gpt4_31ff4165 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(16798,650)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00069_gpt4_31ff4165 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(16947,834)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00070_bc149d6b seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(13710,596)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00070_bc149d6b seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(13650,571)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00070_bc149d6b seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(13617,365)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00071_51b23612 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12653,426)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00071_51b23612 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12647,414)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00071_51b23612 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12650,523)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00072_08f4fc43 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(13163,502)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00072_08f4fc43 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(13134,471)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00072_08f4fc43 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(13169,628)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00073_89941a94 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(13425,269)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00073_89941a94 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(13424,263)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00073_89941a94 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(13427,276)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00074_681a1674 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(15737,687)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00074_681a1674 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(15622,699)
  model=mistral-nemo-12b N=2 arm=selfcheckgpt real_lme_00074_681a1674 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(12519,315)
--- [mistral-nemo-12b][selfcheckgpt] N=2: rows written=179 errors=1 tokens_in=2495553 tokens_out=92533 ---
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00000_gpt4_2ba83207 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5595,870)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00000_gpt4_2ba83207 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5595,870)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00000_gpt4_2ba83207 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5587,723)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00001_603deb26 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5597,831)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00001_603deb26 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5597,831)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00001_603deb26 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5779,1022)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00002_51c32626 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4904,914)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00002_51c32626 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4904,914)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00002_51c32626 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4895,737)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00004_gpt4_2655b836 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4997,666)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00004_gpt4_2655b836 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4997,666)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00004_gpt4_2655b836 seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4945,800)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00005_2698e78f_abs seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4980,803)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00005_2698e78f_abs seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4980,803)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00005_2698e78f_abs seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4905,784)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00006_gpt4_1d80365e seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5177,811)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00006_gpt4_1d80365e seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5177,811)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00006_gpt4_1d80365e seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5206,833)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00007_5025383b seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4611,605)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00007_5025383b seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4611,605)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00007_5025383b seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4628,629)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00008_gpt4_cd90e484 seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4904,592)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00008_gpt4_cd90e484 seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4904,592)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00008_gpt4_cd90e484 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4958,780)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00009_c19f7a0b seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5102,551)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00009_c19f7a0b seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5102,551)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00009_c19f7a0b seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5349,789)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00010_0a34ad58 seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(6100,995)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00010_0a34ad58 seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(6100,995)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00010_0a34ad58 seed=2: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(6290,1373)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00011_gpt4_65aabe59 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5316,806)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00011_gpt4_65aabe59 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5316,806)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00011_gpt4_65aabe59 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5445,854)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00012_d6233ab6 seed=0: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5718,609)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00012_d6233ab6 seed=1: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5718,609)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00012_d6233ab6 seed=2: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5721,601)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00014_gpt4_c27434e8_abs seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(5823,1931)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00014_gpt4_c27434e8_abs seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(5823,1931)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00014_gpt4_c27434e8_abs seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5030,1500)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00016_f8c5f88b seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5252,571)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00016_f8c5f88b seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5252,571)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00016_f8c5f88b seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5132,572)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00018_gpt4_d31cdae3 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5351,736)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00018_gpt4_d31cdae3 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5351,736)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00018_gpt4_d31cdae3 seed=2: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(5426,841)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00019_gpt4_e414231f seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5243,759)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00019_gpt4_e414231f seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5243,759)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00019_gpt4_e414231f seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5306,852)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00021_e56a43b9 seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(5508,716)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00021_e56a43b9 seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(5508,716)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00021_e56a43b9 seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(5566,1073)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00022_6cb6f249 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4696,678)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00022_6cb6f249 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4696,678)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00022_6cb6f249 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4797,776)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00023_e48988bc seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4035,636)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00023_e48988bc seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4035,636)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00023_e48988bc seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4077,635)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00025_gpt4_4929293b seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5182,1020)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00025_gpt4_4929293b seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5182,1020)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00025_gpt4_4929293b seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4867,570)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00027_21d02d0d seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5179,724)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00027_21d02d0d seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5179,724)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00027_21d02d0d seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5337,859)
  model=mistral-nemo-12b N=2 arm=intro_specter real_lme_00028_1f2b8d4f seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5119,769)
