Building 60 2-fault-injected longmemeval_real examples (bench_seed=42, scan_limit=3000, model=llama-3.1-8b provider=openrouter model_id=meta-llama/llama-3.1-8b-instruct)...
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00029_a11281a2 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(12912,186)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00030_1de5cff2 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(11098,481)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00030_1de5cff2 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(11138,449)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00030_1de5cff2 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(11188,509)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00031_8ebdbe50 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12994,514)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00031_8ebdbe50 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(11159,510)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00031_8ebdbe50 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(11176,451)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00032_22d2cb42 seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(12373,404)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00032_22d2cb42 seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(12476,609)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00032_22d2cb42 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(14356,427)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00033_gpt4_385a5000 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(15349,711)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00033_gpt4_385a5000 seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(15372,659)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00033_gpt4_385a5000 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(13002,384)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00034_95bcc1c8 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(12360,175)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00034_95bcc1c8 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(12344,154)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00034_95bcc1c8 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(12284,223)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00035_gpt4_2312f94c seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(14356,530)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00035_gpt4_2312f94c seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(14425,486)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00035_gpt4_2312f94c seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(14425,576)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00036_gpt4_468eb063 seed=0: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(12398,358)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00036_gpt4_468eb063 seed=1: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(12443,383)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00036_gpt4_468eb063 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(12499,519)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00037_faba32e5 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12586,370)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00037_faba32e5 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12545,370)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00037_faba32e5 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12463,457)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00038_b86304ba seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(12123,446)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00038_b86304ba seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(12043,446)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00038_b86304ba seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(12003,332)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00039_gpt4_d6585ce8 seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(17902,1102)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00039_gpt4_d6585ce8 seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(17848,1117)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00039_gpt4_d6585ce8 seed=2: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(20338,1155)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00040_gpt4_0b2f1d21 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12408,490)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00040_gpt4_0b2f1d21 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(14574,522)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00040_gpt4_0b2f1d21 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(14534,537)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00042_gpt4_5501fe77 seed=0: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(15239,972)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00042_gpt4_5501fe77 seed=1: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(15180,926)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00042_gpt4_5501fe77 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(12810,495)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00043_c2ac3c61 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(12994,532)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00043_c2ac3c61 seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(15083,536)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00043_c2ac3c61 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(15138,648)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00044_gpt4_ec93e27f seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(14443,362)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00044_gpt4_ec93e27f seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(14394,234)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00044_gpt4_ec93e27f seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(14395,243)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00045_06db6396 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12557,460)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00045_06db6396 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12585,480)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00045_06db6396 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12538,292)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00047_f685340e seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(16000,470)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00047_f685340e seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(16098,533)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00047_f685340e seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(15991,511)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00048_dccbc061 seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(13336,526)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00048_dccbc061 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(13353,465)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00048_dccbc061 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(11445,467)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00049_0862e8bf_abs seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(14197,239)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00049_0862e8bf_abs seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(14191,253)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00049_0862e8bf_abs seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(14456,548)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00050_0862e8bf seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12769,304)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00050_0862e8bf seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(14887,349)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00050_0862e8bf seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12775,381)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00051_2ebe6c90 seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(12595,673)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00051_2ebe6c90 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(14754,730)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00051_2ebe6c90 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(14728,368)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00052_1faac195 seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(14764,375)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00052_1faac195 seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(12649,297)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00052_1faac195 seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(12608,120)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00053_21d02d0d seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(13362,447)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00053_21d02d0d seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(13276,399)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00053_21d02d0d seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(15536,444)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00054_603deb26 seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(16681,739)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00054_603deb26 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(16526,687)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00054_603deb26 seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(15979,491)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00055_7e974930 seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(15077,1431)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00055_7e974930 seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(14992,1408)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00055_7e974930 seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(15028,1319)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00057_dd2973ad seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(13137,393)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00057_dd2973ad seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(15397,436)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00057_dd2973ad seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(15428,237)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00058_b320f3f8 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(11906,243)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00058_b320f3f8 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(11908,276)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00058_b320f3f8 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(11891,408)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00059_2ebe6c90 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(12750,600)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00059_2ebe6c90 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(12624,525)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00059_2ebe6c90 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(12580,524)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00064_gpt4_e061b84f seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(16637,460)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00064_gpt4_e061b84f seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(14254,461)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00064_gpt4_e061b84f seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(14265,370)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00066_8e91e7d9 seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(13734,349)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00066_8e91e7d9 seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(13677,427)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00066_8e91e7d9 seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(13689,377)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00067_41698283 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(15149,435)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00067_41698283 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(15092,425)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00067_41698283 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(15125,245)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00068_dad224aa seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(15284,247)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00068_dad224aa seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(15317,263)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00068_dad224aa seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(15243,393)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00069_gpt4_31ff4165 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(15947,460)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00069_gpt4_31ff4165 seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(15969,423)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00069_gpt4_31ff4165 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(13478,298)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00070_bc149d6b seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(12988,163)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00070_bc149d6b seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(13008,142)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00070_bc149d6b seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(15454,353)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00071_51b23612 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12206,427)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00071_51b23612 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12216,468)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00071_51b23612 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(14315,500)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00072_08f4fc43 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(12732,430)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00072_08f4fc43 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(12819,470)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00072_08f4fc43 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(12858,470)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00073_89941a94 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(13139,306)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00073_89941a94 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(13072,244)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00073_89941a94 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(15252,643)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00074_681a1674 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(11934,274)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00074_681a1674 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(11950,289)
  model=llama-3.1-8b N=2 arm=selfcheckgpt real_lme_00074_681a1674 seed=2: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(14077,588)
--- [llama-3.1-8b][selfcheckgpt] N=2: rows written=180 errors=0 tokens_in=2512690 tokens_out=85082 ---
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00000_gpt4_2ba83207 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5302,1046)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00000_gpt4_2ba83207 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5302,1046)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00000_gpt4_2ba83207 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4928,500)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00001_603deb26 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5752,1196)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00001_603deb26 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5752,1196)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00001_603deb26 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5592,1076)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00002_51c32626 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4476,514)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00002_51c32626 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4476,514)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00002_51c32626 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5291,1885)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00004_gpt4_2655b836 seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4853,901)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00004_gpt4_2655b836 seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4853,901)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00004_gpt4_2655b836 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4495,509)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00005_2698e78f_abs seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4624,652)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00005_2698e78f_abs seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4624,652)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00005_2698e78f_abs seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5017,1479)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00006_gpt4_1d80365e seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5255,1245)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00006_gpt4_1d80365e seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5255,1245)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00006_gpt4_1d80365e seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4990,732)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00007_5025383b seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4433,641)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00007_5025383b seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4433,641)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00007_5025383b seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4433,641)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00008_gpt4_cd90e484 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4528,447)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00008_gpt4_cd90e484 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4528,447)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00008_gpt4_cd90e484 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4560,562)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00009_c19f7a0b seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4956,687)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00009_c19f7a0b seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4956,687)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00009_c19f7a0b seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4986,788)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00010_0a34ad58 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5704,838)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00010_0a34ad58 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5704,838)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00010_0a34ad58 seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5624,926)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00011_gpt4_65aabe59 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5156,743)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00011_gpt4_65aabe59 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5156,743)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00011_gpt4_65aabe59 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5294,913)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00012_d6233ab6 seed=0: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5889,1023)
  model=llama-3.1-8b N=2 arm=intro_specter real_lme_00012_d6233ab6 seed=1: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5889,1023)
