Building 60 2-fault-injected longmemeval_real examples (bench_seed=42, scan_limit=3000, model=qwen-2.5-7b provider=openrouter model_id=qwen/qwen-2.5-7b-instruct)...
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00035_gpt4_2312f94c seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(12595,358)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00035_gpt4_2312f94c seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(12567,333)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00035_gpt4_2312f94c seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(12608,501)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00036_gpt4_468eb063 seed=0: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(12638,325)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00036_gpt4_468eb063 seed=1: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(12621,317)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00036_gpt4_468eb063 seed=2: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(12631,360)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00037_faba32e5 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12683,410)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00037_faba32e5 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12693,427)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00037_faba32e5 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12688,360)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00038_b86304ba seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(12201,380)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00038_b86304ba seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(12199,376)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00038_b86304ba seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(12204,420)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00039_gpt4_d6585ce8 seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(17956,1170)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00039_gpt4_d6585ce8 seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(17872,1133)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00039_gpt4_d6585ce8 seed=2: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(17848,1147)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00040_gpt4_0b2f1d21 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12515,545)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00040_gpt4_0b2f1d21 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12504,534)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00040_gpt4_0b2f1d21 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12505,413)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00042_gpt4_5501fe77 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(12936,260)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00042_gpt4_5501fe77 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(12936,260)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00042_gpt4_5501fe77 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(12936,221)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00043_c2ac3c61 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(12991,253)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00043_c2ac3c61 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(12998,256)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00043_c2ac3c61 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(12994,248)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00044_gpt4_ec93e27f seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(12582,353)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00044_gpt4_ec93e27f seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(12582,353)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00044_gpt4_ec93e27f seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(12586,359)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00045_06db6396 seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(12827,450)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00045_06db6396 seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(12845,457)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00045_06db6396 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12655,373)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00047_f685340e seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(16131,414)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00047_f685340e seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(16131,410)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00047_f685340e seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(16127,554)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00048_dccbc061 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(11496,171)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00048_dccbc061 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(11508,188)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00048_dccbc061 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(13435,320)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00049_0862e8bf_abs seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(14486,401)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00049_0862e8bf_abs seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(14486,401)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00049_0862e8bf_abs seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(14486,345)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00050_0862e8bf seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12918,278)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00050_0862e8bf seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12917,281)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00050_0862e8bf seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12916,269)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00051_2ebe6c90 seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(12867,455)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00051_2ebe6c90 seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(12900,516)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00051_2ebe6c90 seed=2: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(12860,443)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00052_1faac195 seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(12763,261)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00052_1faac195 seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(12764,253)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00052_1faac195 seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(12762,326)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00053_21d02d0d seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(13447,311)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00053_21d02d0d seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(13447,311)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00053_21d02d0d seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(13447,300)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00054_603deb26 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(13750,450)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00054_603deb26 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(13750,450)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00054_603deb26 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(13750,429)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00055_7e974930 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(15652,468)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00055_7e974930 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(15651,459)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00055_7e974930 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(15652,524)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00057_dd2973ad seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(15525,407)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00057_dd2973ad seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(13327,402)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00057_dd2973ad seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(13306,371)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00058_b320f3f8 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(11975,325)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00058_b320f3f8 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(11983,335)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00058_b320f3f8 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(11966,340)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00059_2ebe6c90 seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(12885,429)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00059_2ebe6c90 seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(12886,450)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00059_2ebe6c90 seed=2: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(12887,457)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00064_gpt4_e061b84f seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(14386,654)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00064_gpt4_e061b84f seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(14318,592)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00064_gpt4_e061b84f seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(14343,611)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00066_8e91e7d9 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(11982,352)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00066_8e91e7d9 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(11954,323)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00066_8e91e7d9 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(11959,335)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00067_41698283 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(13481,552)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00067_41698283 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(13487,560)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00067_41698283 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(13485,555)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00068_dad224aa seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(13328,288)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00068_dad224aa seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(13327,284)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00068_dad224aa seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(13331,391)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00069_gpt4_31ff4165 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(14165,392)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00069_gpt4_31ff4165 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(14163,374)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00069_gpt4_31ff4165 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(14162,340)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00070_bc149d6b seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(13595,330)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00070_bc149d6b seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(13576,337)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00070_bc149d6b seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(13568,328)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00071_51b23612 seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(12369,339)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00071_51b23612 seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(12357,319)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00071_51b23612 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(12345,391)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00072_08f4fc43 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(12943,424)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00072_08f4fc43 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(12943,424)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00072_08f4fc43 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(12943,403)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00073_89941a94 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(13210,478)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00073_89941a94 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(13210,476)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00073_89941a94 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(13210,485)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00074_681a1674 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(12234,316)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00074_681a1674 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(12234,316)
  model=qwen-2.5-7b N=2 arm=selfcheckgpt real_lme_00074_681a1674 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(12354,373)
--- [qwen-2.5-7b][selfcheckgpt] N=2: rows written=180 errors=0 tokens_in=2417671 tokens_out=72444 ---
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00000_gpt4_2ba83207 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5255,719)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00000_gpt4_2ba83207 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5255,719)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00000_gpt4_2ba83207 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5216,715)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00001_603deb26 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5445,686)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00001_603deb26 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5445,686)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00001_603deb26 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5434,710)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00002_51c32626 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4706,536)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00002_51c32626 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4706,536)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00002_51c32626 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4679,506)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00004_gpt4_2655b836 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4646,382)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00004_gpt4_2655b836 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4646,382)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00004_gpt4_2655b836 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4627,359)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00005_2698e78f_abs seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4576,377)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00005_2698e78f_abs seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4576,377)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00005_2698e78f_abs seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4573,364)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00006_gpt4_1d80365e seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4917,470)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00006_gpt4_1d80365e seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4917,470)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00006_gpt4_1d80365e seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4891,433)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00007_5025383b seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4435,474)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00007_5025383b seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4435,474)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00007_5025383b seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4448,491)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00008_gpt4_cd90e484 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4763,578)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00008_gpt4_cd90e484 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4763,578)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00008_gpt4_cd90e484 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4671,398)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00009_c19f7a0b seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4876,362)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00009_c19f7a0b seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4876,362)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00009_c19f7a0b seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4894,377)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00010_0a34ad58 seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(6045,1424)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00010_0a34ad58 seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(6045,1424)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00010_0a34ad58 seed=2: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(6045,1015)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00011_gpt4_65aabe59 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5354,836)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00011_gpt4_65aabe59 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5354,836)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00011_gpt4_65aabe59 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5302,805)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00012_d6233ab6 seed=0: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5628,726)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00012_d6233ab6 seed=1: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5628,726)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00012_d6233ab6 seed=2: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5659,771)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00014_gpt4_c27434e8_abs seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4950,862)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00014_gpt4_c27434e8_abs seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4950,862)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00014_gpt4_c27434e8_abs seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4984,904)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00016_f8c5f88b seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5086,767)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00016_f8c5f88b seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5086,767)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00016_f8c5f88b seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5145,875)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00018_gpt4_d31cdae3 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5218,668)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00018_gpt4_d31cdae3 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5218,668)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00018_gpt4_d31cdae3 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5219,672)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00019_gpt4_e414231f seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4948,328)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00019_gpt4_e414231f seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4948,328)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00019_gpt4_e414231f seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5015,479)
  model=qwen-2.5-7b N=2 arm=intro_specter real_lme_00021_e56a43b9 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(5057,351)
