Building 60 4-fault-injected twowiki_real examples (bench_seed=42, scan_limit=40000)...
Built 60 examples. seeds=[0, 1, 2], model=mistral-nemo-12b, arms=['reflexion', 'intro_specter', 'intro_specter_fixed']
  N=4 real_2wiki_00139_e9e0014e0bd911eba7f7acde48001122 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2442,377)
  N=4 real_2wiki_05374_f78d85300bae11ebab90acde48001122 seed=1 arm=intro_specter_fixed: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5775,909)
  N=4 real_2wiki_05374_f78d85300bae11ebab90acde48001122 seed=2 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(8666,1081)
  N=4 real_2wiki_05374_f78d85300bae11ebab90acde48001122 seed=2 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5746,938)
  N=4 real_2wiki_05374_f78d85300bae11ebab90acde48001122 seed=2 arm=intro_specter_fixed: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5746,938)
  N=4 real_2wiki_05459_88e62716086f11ebbd62ac1f6bf848b6 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2597,379)
  N=4 real_2wiki_05459_88e62716086f11ebbd62ac1f6bf848b6 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5850,1031)
  N=4 real_2wiki_05459_88e62716086f11ebbd62ac1f6bf848b6 seed=0 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5850,1031)
  N=4 real_2wiki_05459_88e62716086f11ebbd62ac1f6bf848b6 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2597,379)
  N=4 real_2wiki_05459_88e62716086f11ebbd62ac1f6bf848b6 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5850,1031)
  N=4 real_2wiki_05459_88e62716086f11ebbd62ac1f6bf848b6 seed=1 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5850,1031)
  N=4 real_2wiki_05459_88e62716086f11ebbd62ac1f6bf848b6 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2597,362)
  N=4 real_2wiki_05459_88e62716086f11ebbd62ac1f6bf848b6 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5833,871)
  N=4 real_2wiki_05459_88e62716086f11ebbd62ac1f6bf848b6 seed=2 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5833,871)
  N=4 real_2wiki_05461_5d6e00200bda11eba7f7acde48001122 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2420,383)
  N=4 real_2wiki_05461_5d6e00200bda11eba7f7acde48001122 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5499,902)
  N=4 real_2wiki_05461_5d6e00200bda11eba7f7acde48001122 seed=0 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5499,902)
  N=4 real_2wiki_05461_5d6e00200bda11eba7f7acde48001122 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2420,383)
  N=4 real_2wiki_05461_5d6e00200bda11eba7f7acde48001122 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5499,902)
  N=4 real_2wiki_05461_5d6e00200bda11eba7f7acde48001122 seed=1 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5499,902)
  N=4 real_2wiki_05461_5d6e00200bda11eba7f7acde48001122 seed=2 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(16624,2808)
  N=4 real_2wiki_05461_5d6e00200bda11eba7f7acde48001122 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5767,1235)
  N=4 real_2wiki_05461_5d6e00200bda11eba7f7acde48001122 seed=2 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5767,1235)
  N=4 real_2wiki_05528_b2296fac0bdd11eba7f7acde48001122 seed=0 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15142,1390)
  N=4 real_2wiki_05528_b2296fac0bdd11eba7f7acde48001122 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5651,782)
  N=4 real_2wiki_05528_b2296fac0bdd11eba7f7acde48001122 seed=0 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5651,782)
  N=4 real_2wiki_05528_b2296fac0bdd11eba7f7acde48001122 seed=1 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15142,1390)
  N=4 real_2wiki_05528_b2296fac0bdd11eba7f7acde48001122 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5651,782)
  N=4 real_2wiki_05528_b2296fac0bdd11eba7f7acde48001122 seed=1 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5651,782)
  N=4 real_2wiki_05528_b2296fac0bdd11eba7f7acde48001122 seed=2 arm=reflexion: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14232,4396)
  N=4 real_2wiki_05528_b2296fac0bdd11eba7f7acde48001122 seed=2 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5663,1012)
  N=4 real_2wiki_05528_b2296fac0bdd11eba7f7acde48001122 seed=2 arm=intro_specter_fixed: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5663,1012)
  N=4 real_2wiki_05619_c4ab9d6c0bdd11eba7f7acde48001122 seed=0 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2237,269)
  N=4 real_2wiki_05619_c4ab9d6c0bdd11eba7f7acde48001122 seed=0 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4975,550)
  N=4 real_2wiki_05619_c4ab9d6c0bdd11eba7f7acde48001122 seed=0 arm=intro_specter_fixed: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4975,550)
  N=4 real_2wiki_05619_c4ab9d6c0bdd11eba7f7acde48001122 seed=1 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2237,269)
  N=4 real_2wiki_05619_c4ab9d6c0bdd11eba7f7acde48001122 seed=1 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4975,550)
  N=4 real_2wiki_05619_c4ab9d6c0bdd11eba7f7acde48001122 seed=1 arm=intro_specter_fixed: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4975,550)
  N=4 real_2wiki_05619_c4ab9d6c0bdd11eba7f7acde48001122 seed=2 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2237,291)
  N=4 real_2wiki_05619_c4ab9d6c0bdd11eba7f7acde48001122 seed=2 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4997,800)
  N=4 real_2wiki_05619_c4ab9d6c0bdd11eba7f7acde48001122 seed=2 arm=intro_specter_fixed: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4997,800)
  N=4 real_2wiki_05625_217b3fca0bde11eba7f7acde48001122 seed=0 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15606,1674)
  N=4 real_2wiki_05625_217b3fca0bde11eba7f7acde48001122 seed=0 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5893,915)
  N=4 real_2wiki_05625_217b3fca0bde11eba7f7acde48001122 seed=0 arm=intro_specter_fixed: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5893,915)
  N=4 real_2wiki_05625_217b3fca0bde11eba7f7acde48001122 seed=1 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15606,1674)
  N=4 real_2wiki_05625_217b3fca0bde11eba7f7acde48001122 seed=1 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5893,915)
  N=4 real_2wiki_05625_217b3fca0bde11eba7f7acde48001122 seed=1 arm=intro_specter_fixed: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5893,915)
  N=4 real_2wiki_05625_217b3fca0bde11eba7f7acde48001122 seed=2 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15719,1525)
  N=4 real_2wiki_05625_217b3fca0bde11eba7f7acde48001122 seed=2 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5937,823)
  N=4 real_2wiki_05625_217b3fca0bde11eba7f7acde48001122 seed=2 arm=intro_specter_fixed: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5937,823)
  N=4 real_2wiki_05695_64f4337108a911ebbd80ac1f6bf848b6 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2195,494)
  N=4 real_2wiki_05695_64f4337108a911ebbd80ac1f6bf848b6 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5224,930)
  N=4 real_2wiki_05695_64f4337108a911ebbd80ac1f6bf848b6 seed=0 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5224,930)
  N=4 real_2wiki_05695_64f4337108a911ebbd80ac1f6bf848b6 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2195,494)
  N=4 real_2wiki_05695_64f4337108a911ebbd80ac1f6bf848b6 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5224,930)
  N=4 real_2wiki_05695_64f4337108a911ebbd80ac1f6bf848b6 seed=1 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5224,930)
  N=4 real_2wiki_05695_64f4337108a911ebbd80ac1f6bf848b6 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2195,810)
  N=4 real_2wiki_05695_64f4337108a911ebbd80ac1f6bf848b6 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5584,1527)
  N=4 real_2wiki_05695_64f4337108a911ebbd80ac1f6bf848b6 seed=2 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5584,1527)
  N=4 real_2wiki_05709_01547cde0bde11eba7f7acde48001122 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2508,513)
  N=4 real_2wiki_05709_01547cde0bde11eba7f7acde48001122 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5846,1097)
  N=4 real_2wiki_05709_01547cde0bde11eba7f7acde48001122 seed=0 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5846,1097)
  N=4 real_2wiki_05709_01547cde0bde11eba7f7acde48001122 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2508,513)
  N=4 real_2wiki_05709_01547cde0bde11eba7f7acde48001122 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5846,1097)
  N=4 real_2wiki_05709_01547cde0bde11eba7f7acde48001122 seed=1 arm=intro_specter_fixed: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5846,1097)
  N=4 real_2wiki_05709_01547cde0bde11eba7f7acde48001122 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(9805,2272)
  N=4 real_2wiki_05709_01547cde0bde11eba7f7acde48001122 seed=2 arm=intro_specter: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6297,2349)
  N=4 real_2wiki_05709_01547cde0bde11eba7f7acde48001122 seed=2 arm=intro_specter_fixed: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6297,2349)

--- run summary (N=4) ---
rows written: 540  errors: 0
total tokens_input=3093561  total tokens_output=549350  grand_total=3642911
