Building 60 4-fault (3 hop + 1 profile) musique_real hop examples (bench_seed=42, scan_limit=760)...
Built 60 examples. seeds=[0, 1, 2], model=llama-3.1-8b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=4 real_musique_hop_00001_3hop1__145290_443779_52195 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': False} all_resolved=False n_resolved=1/4 tokens=(1721,450)
  N=4 real_musique_hop_00063_3hop1__622497_160088_85460 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(1760,361)
  N=4 real_musique_hop_00063_3hop1__622497_160088_85460 seed=0 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(4004,1000)
  N=4 real_musique_hop_00063_3hop1__622497_160088_85460 seed=0 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(3520,563)
  N=4 real_musique_hop_00063_3hop1__622497_160088_85460 seed=0 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(3593,1344)
  N=4 real_musique_hop_00063_3hop1__622497_160088_85460 seed=0 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(10334,525)
  N=4 real_musique_hop_00063_3hop1__622497_160088_85460 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(1760,361)
  N=4 real_musique_hop_00063_3hop1__622497_160088_85460 seed=0 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(4138,1062)
  N=4 real_musique_hop_00063_3hop1__622497_160088_85460 seed=1 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(1760,361)
  N=4 real_musique_hop_00063_3hop1__622497_160088_85460 seed=1 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(4004,1000)
  N=4 real_musique_hop_00063_3hop1__622497_160088_85460 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(3540,738)
  N=4 real_musique_hop_00063_3hop1__622497_160088_85460 seed=1 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(3593,1344)
  N=4 real_musique_hop_00063_3hop1__622497_160088_85460 seed=1 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(10360,600)
  N=4 real_musique_hop_00063_3hop1__622497_160088_85460 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(1760,361)
  N=4 real_musique_hop_00063_3hop1__622497_160088_85460 seed=1 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(4138,1062)
  N=4 real_musique_hop_00063_3hop1__622497_160088_85460 seed=2 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(1760,286)
  N=4 real_musique_hop_00063_3hop1__622497_160088_85460 seed=2 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(3867,839)
  N=4 real_musique_hop_00063_3hop1__622497_160088_85460 seed=2 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(3540,680)
  N=4 real_musique_hop_00063_3hop1__622497_160088_85460 seed=2 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(3573,1246)
  N=4 real_musique_hop_00063_3hop1__622497_160088_85460 seed=2 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(11978,549)
  N=4 real_musique_hop_00063_3hop1__622497_160088_85460 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(1760,286)
  N=4 real_musique_hop_00063_3hop1__622497_160088_85460 seed=2 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(4041,619)
  N=4 real_musique_hop_00065_3hop1__622497_160088_73916 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(1622,284)
  N=4 real_musique_hop_00065_3hop1__622497_160088_73916 seed=0 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(3610,1032)
  N=4 real_musique_hop_00065_3hop1__622497_160088_73916 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=3/4 tokens=(3280,584)
  N=4 real_musique_hop_00065_3hop1__622497_160088_73916 seed=0 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': False} all_resolved=False n_resolved=1/4 tokens=(3333,832)
  N=4 real_musique_hop_00065_3hop1__622497_160088_73916 seed=0 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(11218,637)
  N=4 real_musique_hop_00065_3hop1__622497_160088_73916 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(1622,284)
  N=4 real_musique_hop_00065_3hop1__622497_160088_73916 seed=0 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3784,801)
  N=4 real_musique_hop_00065_3hop1__622497_160088_73916 seed=1 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(1622,284)
  N=4 real_musique_hop_00065_3hop1__622497_160088_73916 seed=1 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(3610,1032)
  N=4 real_musique_hop_00065_3hop1__622497_160088_73916 seed=1 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(3244,660)
  N=4 real_musique_hop_00065_3hop1__622497_160088_73916 seed=1 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': False} all_resolved=False n_resolved=1/4 tokens=(3333,832)
  N=4 real_musique_hop_00065_3hop1__622497_160088_73916 seed=1 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(11216,704)
  N=4 real_musique_hop_00065_3hop1__622497_160088_73916 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(1622,284)
  N=4 real_musique_hop_00065_3hop1__622497_160088_73916 seed=1 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3784,801)
  N=4 real_musique_hop_00065_3hop1__622497_160088_73916 seed=2 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(1622,284)
  N=4 real_musique_hop_00065_3hop1__622497_160088_73916 seed=2 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(3610,1032)
  N=4 real_musique_hop_00065_3hop1__622497_160088_73916 seed=2 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(3264,991)
  N=4 real_musique_hop_00065_3hop1__622497_160088_73916 seed=2 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': False} all_resolved=False n_resolved=1/4 tokens=(3317,1397)
  N=4 real_musique_hop_00065_3hop1__622497_160088_73916 seed=2 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(11277,697)
  N=4 real_musique_hop_00065_3hop1__622497_160088_73916 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(1622,284)
  N=4 real_musique_hop_00065_3hop1__622497_160088_73916 seed=2 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3784,801)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(1675,373)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=0 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(3847,1098)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3350,794)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=0 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(3403,712)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=0 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(9816,547)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(1675,373)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=0 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(4001,1062)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=1 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(1675,373)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=1 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(3847,1098)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3350,940)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=1 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(3403,712)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=1 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': False} all_resolved=False n_resolved=1/4 tokens=(11431,589)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(1675,373)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=1 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(4001,1062)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=2 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(1695,434)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=2 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': False} all_resolved=False n_resolved=1/4 tokens=(3949,1126)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=2 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(3390,1004)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=2 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3443,1789)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=2 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': False} all_resolved=False n_resolved=1/4 tokens=(11505,637)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(1695,434)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=2 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(4123,1061)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1967,609)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4730,1621)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=0 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(3914,911)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=0 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(3987,1694)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(13404,862)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1967,609)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4884,1649)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1967,609)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4730,1621)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=1 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(3950,1350)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=1 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(3987,1694)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(11504,786)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1967,609)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4884,1649)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=2 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(1967,348)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=2 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(4344,950)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(3914,814)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=2 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(3987,1365)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=2 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(11504,577)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(1967,348)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=2 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(4498,790)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(1877,350)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=3/4 tokens=(4227,1390)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=0 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3754,597)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=0 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(3807,827)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=0 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(13087,831)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(1877,350)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=0 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(4361,849)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=1 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(1877,350)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=3/4 tokens=(4227,1390)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=1 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(3754,775)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=1 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(3807,827)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=1 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(11066,557)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(1877,350)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=1 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(4361,849)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1897,559)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=3/4 tokens=(4540,1517)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=2 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(3810,1589)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=2 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(3827,1311)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=3/4 tokens=(12922,828)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1897,559)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4710,1336)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(2014,672)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=0 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(4846,1354)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=0 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(4008,1063)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=0 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(4081,1550)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=0 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(13733,957)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(2014,672)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=0 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(5020,1674)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=1 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(2014,672)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=1 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(4846,1354)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(4028,1257)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=1 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(4081,1550)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=1 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(11721,842)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(2014,672)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=1 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(5020,1674)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=2 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(1994,729)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=2 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(4925,1891)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=2 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(3988,1220)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=2 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(4041,1132)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=2 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(13709,1017)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(1994,729)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=2 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(5079,1659)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(1665,329)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=0 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(3761,919)
