Building 60 4-fault (3 hop + 1 profile) musique_real hop examples (bench_seed=42, scan_limit=760)...
Built 60 examples. seeds=[0, 1, 2], model=qwen-2.5-7b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=4 real_musique_hop_00001_3hop1__145290_443779_52195 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(1776,586)
  N=4 real_musique_hop_00065_3hop1__622497_160088_73916 seed=1 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(3873,899)
  N=4 real_musique_hop_00065_3hop1__622497_160088_73916 seed=1 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(3414,643)
  N=4 real_musique_hop_00065_3hop1__622497_160088_73916 seed=1 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(3467,898)
  N=4 real_musique_hop_00065_3hop1__622497_160088_73916 seed=1 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(10237,843)
  N=4 real_musique_hop_00065_3hop1__622497_160088_73916 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(1707,329)
  N=4 real_musique_hop_00065_3hop1__622497_160088_73916 seed=1 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(4027,730)
  N=4 real_musique_hop_00065_3hop1__622497_160088_73916 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=3/4 tokens=(1707,342)
  N=4 real_musique_hop_00065_3hop1__622497_160088_73916 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=3/4 tokens=(3832,865)
  N=4 real_musique_hop_00065_3hop1__622497_160088_73916 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(3414,541)
  N=4 real_musique_hop_00065_3hop1__622497_160088_73916 seed=2 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(3467,906)
  N=4 real_musique_hop_00065_3hop1__622497_160088_73916 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=3/4 tokens=(10137,712)
  N=4 real_musique_hop_00065_3hop1__622497_160088_73916 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=3/4 tokens=(1707,342)
  N=4 real_musique_hop_00065_3hop1__622497_160088_73916 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=3/4 tokens=(3986,763)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(1737,507)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(4162,1245)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=0 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(3474,977)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=0 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3527,1206)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(10118,695)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(1737,507)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(4316,1159)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(1737,507)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(4162,1245)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=1 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(3474,801)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=1 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3527,1206)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(10114,673)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(1737,507)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(4316,1159)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(1737,501)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(4135,1212)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3474,1109)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=2 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3527,1127)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(10125,709)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(1737,501)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(4289,1363)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(2015,462)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(4661,1206)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4030,757)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=0 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(4083,984)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(11821,672)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(2015,462)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(4815,1223)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(2015,462)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(4661,1206)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4030,818)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=1 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(4083,984)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(11843,685)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(2015,462)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(4815,1223)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(2015,504)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(4803,1352)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4030,938)
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/resource_tracker.py:254: UserWarning: resource_tracker: There appear to be 1 leaked semaphore objects to clean up at shutdown
  warnings.warn('resource_tracker: There appear to be %d '
Resuming arm=direct: 152 (task_id, seed) rows already present, will be skipped.
Resuming arm=self_refine: 152 (task_id, seed) rows already present, will be skipped.
Resuming arm=full_regen: 152 (task_id, seed) rows already present, will be skipped.
Resuming arm=react: 152 (task_id, seed) rows already present, will be skipped.
Resuming arm=selfcheckgpt: 151 (task_id, seed) rows already present, will be skipped.
Resuming arm=reflexion: 151 (task_id, seed) rows already present, will be skipped.
Resuming arm=intro_specter: 151 (task_id, seed) rows already present, will be skipped.
Building 60 4-fault (3 hop + 1 profile) musique_real hop examples (bench_seed=42, scan_limit=760)...
Built 60 examples. seeds=[0, 1, 2], model=qwen-2.5-7b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=1 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(12190,409)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(2078,187)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=1 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(4570,489)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(2078,340)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4591,868)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4156,575)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=2 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(4209,1033)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(12188,552)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(2078,340)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4745,859)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(1758,334)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(3945,867)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(3516,652)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=0 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(3569,853)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(10244,501)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(1758,334)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4099,777)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(1758,334)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(3945,867)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(3516,819)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=1 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(3569,853)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(10244,492)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(1758,334)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4099,777)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(1758,522)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4217,1321)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(3516,878)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=2 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(3569,1484)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(10233,685)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(1758,522)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4371,1432)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(1888,313)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=0 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(4209,851)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=0 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(3776,680)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=0 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(3829,1114)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=0 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(11047,509)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(11883,1249)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=0 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(4363,643)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=1 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(1888,313)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=1 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(4209,851)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(3776,746)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=1 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(3829,1114)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=1 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(11059,521)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(11883,1249)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=1 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(4363,643)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=2 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(1888,323)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=2 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(4245,960)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=2 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(3776,588)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=2 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(3829,951)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=2 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(11054,532)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(11923,1419)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=2 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(4399,874)
  N=4 real_musique_hop_00075_3hop1__836699_15840_36002 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=3/4 tokens=(1862,318)
  N=4 real_musique_hop_00075_3hop1__836699_15840_36002 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=3/4 tokens=(4199,940)
  N=4 real_musique_hop_00075_3hop1__836699_15840_36002 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3724,693)
  N=4 real_musique_hop_00075_3hop1__836699_15840_36002 seed=0 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3777,961)
  N=4 real_musique_hop_00075_3hop1__836699_15840_36002 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=3/4 tokens=(10985,601)
  N=4 real_musique_hop_00075_3hop1__836699_15840_36002 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=3/4 tokens=(1862,318)
  N=4 real_musique_hop_00075_3hop1__836699_15840_36002 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=3/4 tokens=(4353,1016)
  N=4 real_musique_hop_00075_3hop1__836699_15840_36002 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=3/4 tokens=(1862,318)
  N=4 real_musique_hop_00075_3hop1__836699_15840_36002 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=3/4 tokens=(4199,940)
  N=4 real_musique_hop_00075_3hop1__836699_15840_36002 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3724,715)
  N=4 real_musique_hop_00075_3hop1__836699_15840_36002 seed=1 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3777,961)
  N=4 real_musique_hop_00075_3hop1__836699_15840_36002 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=3/4 tokens=(10985,640)
  N=4 real_musique_hop_00075_3hop1__836699_15840_36002 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=3/4 tokens=(1862,318)
  N=4 real_musique_hop_00075_3hop1__836699_15840_36002 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=3/4 tokens=(4353,1016)
  N=4 real_musique_hop_00075_3hop1__836699_15840_36002 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(1862,381)
  N=4 real_musique_hop_00075_3hop1__836699_15840_36002 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(4200,857)
  N=4 real_musique_hop_00075_3hop1__836699_15840_36002 seed=2 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(3724,655)
  N=4 real_musique_hop_00075_3hop1__836699_15840_36002 seed=2 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3777,1009)
  N=4 real_musique_hop_00075_3hop1__836699_15840_36002 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(10989,668)
  N=4 real_musique_hop_00075_3hop1__836699_15840_36002 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(1862,381)
  N=4 real_musique_hop_00075_3hop1__836699_15840_36002 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(4354,738)
