Building 60 5-fault (3 hop + 2 profile) musique_real hop examples (bench_seed=42, scan_limit=760)...
Built 60 examples. seeds=[0, 1, 2], model=llama-3.3-70b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=5 real_musique_hop_00001_3hop1__145290_443779_52195 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'concise': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(1679,133)
  N=5 real_musique_hop_00216_3hop2__92991_72083_76291 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(4610,882)
  N=5 real_musique_hop_00216_3hop2__92991_72083_76291 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(1899,510)
  N=5 real_musique_hop_00216_3hop2__92991_72083_76291 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(4564,1400)
  N=5 real_musique_hop_00216_3hop2__92991_72083_76291 seed=1 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(3798,993)
  N=5 real_musique_hop_00216_3hop2__92991_72083_76291 seed=1 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(3851,983)
  N=5 real_musique_hop_00216_3hop2__92991_72083_76291 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(10884,687)
  N=5 real_musique_hop_00216_3hop2__92991_72083_76291 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=2/5 tokens=(11979,696)
  N=5 real_musique_hop_00216_3hop2__92991_72083_76291 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(4718,1150)
  N=5 real_musique_hop_00216_3hop2__92991_72083_76291 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(1899,375)
  N=5 real_musique_hop_00216_3hop2__92991_72083_76291 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(4373,1010)
  N=5 real_musique_hop_00216_3hop2__92991_72083_76291 seed=2 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/5 tokens=(3798,855)
  N=5 real_musique_hop_00216_3hop2__92991_72083_76291 seed=2 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(3851,917)
  N=5 real_musique_hop_00216_3hop2__92991_72083_76291 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(10884,426)
  N=5 real_musique_hop_00216_3hop2__92991_72083_76291 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/5 tokens=(6876,449)
  N=5 real_musique_hop_00216_3hop2__92991_72083_76291 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(4527,973)
  N=5 real_musique_hop_00220_3hop2__87184_36497_76291 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(1833,379)
  N=5 real_musique_hop_00220_3hop2__87184_36497_76291 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(4127,1012)
  N=5 real_musique_hop_00220_3hop2__87184_36497_76291 seed=0 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(3666,518)
  N=5 real_musique_hop_00220_3hop2__87184_36497_76291 seed=0 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(3719,867)
  N=5 real_musique_hop_00220_3hop2__87184_36497_76291 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(10488,429)
  N=5 real_musique_hop_00220_3hop2__87184_36497_76291 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(10700,547)
  N=5 real_musique_hop_00220_3hop2__87184_36497_76291 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(4281,870)
  N=5 real_musique_hop_00220_3hop2__87184_36497_76291 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(1833,384)
  N=5 real_musique_hop_00220_3hop2__87184_36497_76291 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(4132,906)
  N=5 real_musique_hop_00220_3hop2__87184_36497_76291 seed=1 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(3666,555)
  N=5 real_musique_hop_00220_3hop2__87184_36497_76291 seed=1 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(3719,970)
  N=5 real_musique_hop_00220_3hop2__87184_36497_76291 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(10488,445)
  N=5 real_musique_hop_00220_3hop2__87184_36497_76291 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(10706,541)
  N=5 real_musique_hop_00220_3hop2__87184_36497_76291 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(4286,946)
  N=5 real_musique_hop_00220_3hop2__87184_36497_76291 seed=2 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(1833,171)
  N=5 real_musique_hop_00220_3hop2__87184_36497_76291 seed=2 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(3919,512)
  N=5 real_musique_hop_00220_3hop2__87184_36497_76291 seed=2 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(3666,310)
  N=5 real_musique_hop_00220_3hop2__87184_36497_76291 seed=2 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(3719,650)
  N=5 real_musique_hop_00220_3hop2__87184_36497_76291 seed=2 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(10488,224)
  N=5 real_musique_hop_00220_3hop2__87184_36497_76291 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(6038,249)
  N=5 real_musique_hop_00220_3hop2__87184_36497_76291 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(4073,473)
  N=5 real_musique_hop_00221_3hop1__587540_514761_594810 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(1726,271)
  N=5 real_musique_hop_00221_3hop1__587540_514761_594810 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(3868,846)
  N=5 real_musique_hop_00221_3hop1__587540_514761_594810 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(3452,513)
  N=5 real_musique_hop_00221_3hop1__587540_514761_594810 seed=0 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(3505,698)
  N=5 real_musique_hop_00221_3hop1__587540_514761_594810 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(11795,467)
  N=5 real_musique_hop_00221_3hop1__587540_514761_594810 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(1726,271)
  N=5 real_musique_hop_00221_3hop1__587540_514761_594810 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(4022,758)
  N=5 real_musique_hop_00221_3hop1__587540_514761_594810 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(1726,271)
  N=5 real_musique_hop_00221_3hop1__587540_514761_594810 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(3868,964)
  N=5 real_musique_hop_00221_3hop1__587540_514761_594810 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(3452,506)
  N=5 real_musique_hop_00221_3hop1__587540_514761_594810 seed=1 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(3505,722)
  N=5 real_musique_hop_00221_3hop1__587540_514761_594810 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(11830,466)
  N=5 real_musique_hop_00221_3hop1__587540_514761_594810 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(1726,271)
  N=5 real_musique_hop_00221_3hop1__587540_514761_594810 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(4022,758)
  N=5 real_musique_hop_00221_3hop1__587540_514761_594810 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(1726,233)
  N=5 real_musique_hop_00221_3hop1__587540_514761_594810 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(3802,655)
  N=5 real_musique_hop_00221_3hop1__587540_514761_594810 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(3452,528)
  N=5 real_musique_hop_00221_3hop1__587540_514761_594810 seed=2 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(3505,684)
  N=5 real_musique_hop_00221_3hop1__587540_514761_594810 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(11795,504)
  N=5 real_musique_hop_00221_3hop1__587540_514761_594810 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(1726,233)
  N=5 real_musique_hop_00221_3hop1__587540_514761_594810 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(3956,644)
  N=5 real_musique_hop_00222_3hop2__89854_36497_76291 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(1839,203)
  N=5 real_musique_hop_00222_3hop2__89854_36497_76291 seed=0 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(3942,613)
  N=5 real_musique_hop_00222_3hop2__89854_36497_76291 seed=0 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(3678,486)
  N=5 real_musique_hop_00222_3hop2__89854_36497_76291 seed=0 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'concise': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(3731,742)
  N=5 real_musique_hop_00222_3hop2__89854_36497_76291 seed=0 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(10524,248)
  N=5 real_musique_hop_00222_3hop2__89854_36497_76291 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'concise': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(10687,604)
  N=5 real_musique_hop_00222_3hop2__89854_36497_76291 seed=0 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(4096,553)
  N=5 real_musique_hop_00222_3hop2__89854_36497_76291 seed=1 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(1839,280)
  N=5 real_musique_hop_00222_3hop2__89854_36497_76291 seed=1 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(4102,992)
  N=5 real_musique_hop_00222_3hop2__89854_36497_76291 seed=1 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(3678,678)
  N=5 real_musique_hop_00222_3hop2__89854_36497_76291 seed=1 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'concise': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(3731,708)
  N=5 real_musique_hop_00222_3hop2__89854_36497_76291 seed=1 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(10524,328)
  N=5 real_musique_hop_00222_3hop2__89854_36497_76291 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'concise': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(11629,873)
  N=5 real_musique_hop_00222_3hop2__89854_36497_76291 seed=1 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(4256,634)
  N=5 real_musique_hop_00222_3hop2__89854_36497_76291 seed=2 arm=direct: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(1839,492)
  N=5 real_musique_hop_00222_3hop2__89854_36497_76291 seed=2 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(4398,1433)
  N=5 real_musique_hop_00222_3hop2__89854_36497_76291 seed=2 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(3678,837)
  N=5 real_musique_hop_00222_3hop2__89854_36497_76291 seed=2 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'concise': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(3731,1021)
  N=5 real_musique_hop_00222_3hop2__89854_36497_76291 seed=2 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(10524,537)
  N=5 real_musique_hop_00222_3hop2__89854_36497_76291 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'concise': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(11499,645)
  N=5 real_musique_hop_00222_3hop2__89854_36497_76291 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(4552,1005)
  N=5 real_musique_hop_00230_3hop2__90327_89854_76291 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(1847,119)
  N=5 real_musique_hop_00230_3hop2__90327_89854_76291 seed=0 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(3853,434)
  N=5 real_musique_hop_00230_3hop2__90327_89854_76291 seed=0 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(3694,258)
  N=5 real_musique_hop_00230_3hop2__90327_89854_76291 seed=0 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(3747,654)
  N=5 real_musique_hop_00230_3hop2__90327_89854_76291 seed=0 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(10572,169)
  N=5 real_musique_hop_00230_3hop2__90327_89854_76291 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(5892,196)
  N=5 real_musique_hop_00230_3hop2__90327_89854_76291 seed=0 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(4007,437)
  N=5 real_musique_hop_00230_3hop2__90327_89854_76291 seed=1 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(1847,184)
  N=5 real_musique_hop_00230_3hop2__90327_89854_76291 seed=1 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(3960,668)
  N=5 real_musique_hop_00230_3hop2__90327_89854_76291 seed=1 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(3694,358)
  N=5 real_musique_hop_00230_3hop2__90327_89854_76291 seed=1 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(3747,712)
  N=5 real_musique_hop_00230_3hop2__90327_89854_76291 seed=1 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(10572,241)
  N=5 real_musique_hop_00230_3hop2__90327_89854_76291 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(6105,260)
  N=5 real_musique_hop_00230_3hop2__90327_89854_76291 seed=1 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(4114,483)
  N=5 real_musique_hop_00230_3hop2__90327_89854_76291 seed=2 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(1847,174)
  N=5 real_musique_hop_00230_3hop2__90327_89854_76291 seed=2 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(3950,511)
  N=5 real_musique_hop_00230_3hop2__90327_89854_76291 seed=2 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(3694,313)
  N=5 real_musique_hop_00230_3hop2__90327_89854_76291 seed=2 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(3747,767)
  N=5 real_musique_hop_00230_3hop2__90327_89854_76291 seed=2 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(10572,239)
  N=5 real_musique_hop_00230_3hop2__90327_89854_76291 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(6085,250)
  N=5 real_musique_hop_00230_3hop2__90327_89854_76291 seed=2 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(4104,473)
  N=5 real_musique_hop_00234_3hop2__28727_92991_76291 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(1560,139)
  N=5 real_musique_hop_00234_3hop2__28727_92991_76291 seed=0 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(3376,610)
  N=5 real_musique_hop_00234_3hop2__28727_92991_76291 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(3120,545)
  N=5 real_musique_hop_00234_3hop2__28727_92991_76291 seed=0 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(3173,686)
  N=5 real_musique_hop_00234_3hop2__28727_92991_76291 seed=0 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(8850,212)
  N=5 real_musique_hop_00234_3hop2__28727_92991_76291 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(5228,430)
  N=5 real_musique_hop_00234_3hop2__28727_92991_76291 seed=0 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(3530,450)
  N=5 real_musique_hop_00234_3hop2__28727_92991_76291 seed=1 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(1560,139)
  N=5 real_musique_hop_00234_3hop2__28727_92991_76291 seed=1 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(3376,614)
  N=5 real_musique_hop_00234_3hop2__28727_92991_76291 seed=1 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(3120,313)
  N=5 real_musique_hop_00234_3hop2__28727_92991_76291 seed=1 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(3173,681)
  N=5 real_musique_hop_00234_3hop2__28727_92991_76291 seed=1 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(8850,199)
  N=5 real_musique_hop_00234_3hop2__28727_92991_76291 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(5225,436)
  N=5 real_musique_hop_00234_3hop2__28727_92991_76291 seed=1 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(3530,450)
  N=5 real_musique_hop_00234_3hop2__28727_92991_76291 seed=2 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(1560,139)
  N=5 real_musique_hop_00234_3hop2__28727_92991_76291 seed=2 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(3376,492)
  N=5 real_musique_hop_00234_3hop2__28727_92991_76291 seed=2 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(3120,494)
  N=5 real_musique_hop_00234_3hop2__28727_92991_76291 seed=2 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(3173,683)
  N=5 real_musique_hop_00234_3hop2__28727_92991_76291 seed=2 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'bullets': True, 'english': True} all_resolved=False n_resolved=2/5 tokens=(8850,217)
  N=5 real_musique_hop_00234_3hop2__28727_92991_76291 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True, 'english': True} all_resolved=False n_resolved=3/5 tokens=(5225,427)
  N=5 real_musique_hop_00234_3hop2__28727_92991_76291 seed=2 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(3530,450)
  N=5 real_musique_hop_00246_3hop1__76377_40769_64047 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'concise': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(1963,277)
