Building 60 4-fault (3 hop + 1 profile) musique_real hop examples (bench_seed=42, scan_limit=760)...
Built 60 examples. seeds=[0, 1, 2], model=llama-3.3-70b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=4 real_musique_hop_00001_3hop1__145290_443779_52195 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(1705,356)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=0 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3443,1156)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(9901,734)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1695,534)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4335,787)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(1695,384)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(3975,1322)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3390,852)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=1 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3443,995)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(9979,658)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(1695,384)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(4129,978)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1695,589)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=3/4 tokens=(4235,1665)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3390,1066)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=2 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3443,1212)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': False} all_resolved=False n_resolved=3/4 tokens=(11740,1064)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1695,589)
  N=4 real_musique_hop_00067_3hop1__694534_160088_821792 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4389,1168)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1967,432)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4448,1177)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(3934,822)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=0 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(3987,1051)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(11615,710)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1967,432)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4602,708)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1967,408)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(4424,1027)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(3934,817)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=1 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(3987,971)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(11522,597)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(6933,505)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4578,617)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1967,438)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4454,1174)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(3934,975)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=2 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(3987,1011)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(11485,584)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1967,438)
  N=4 real_musique_hop_00068_3hop1__536452_15840_36002 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4608,647)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(1897,460)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(4455,1291)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3794,712)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=0 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3847,960)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(12866,562)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(1897,460)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(4609,1031)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1897,557)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4517,1207)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=1 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3794,922)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=1 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3847,1089)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(11002,638)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(7193,658)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(4671,1208)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1897,591)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4572,1050)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3794,1104)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=2 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3847,1161)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(11013,710)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1897,591)
  N=4 real_musique_hop_00070_3hop1__848113_15840_36002 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4726,1152)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(2014,253)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(4398,548)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4028,574)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=0 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4081,753)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(11865,493)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(6829,345)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4552,455)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(2014,253)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4398,554)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4028,542)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=1 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4081,787)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(13807,555)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(6831,347)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4552,455)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(2014,253)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(4398,687)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4028,619)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=2 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4081,786)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(13779,524)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(6829,345)
  N=4 real_musique_hop_00072_3hop1__649930_15840_36002 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4552,455)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(1685,323)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(3838,749)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(3370,559)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=0 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(3423,814)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(9874,551)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(1685,323)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(3992,749)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(1685,424)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(3967,942)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(3370,790)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=1 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(3423,924)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(9774,557)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(1685,424)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4121,951)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(1685,376)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=2 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(3849,699)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(3405,700)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=2 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(3423,883)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(9840,580)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(1685,376)
  N=4 real_musique_hop_00073_3hop1__791757_15840_36002 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4003,827)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(1835,298)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4071,787)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(3670,998)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=0 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(3723,796)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(10500,610)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(6362,398)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4225,730)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(1835,317)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4090,859)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(3670,642)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=1 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(3723,872)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(10500,468)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(6384,401)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4244,645)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(1835,315)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4088,812)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(3670,830)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=2 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(3723,777)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(10500,601)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'english': True} all_resolved=False n_resolved=2/4 tokens=(10588,481)
  N=4 real_musique_hop_00074_3hop1__346812_15840_36002 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(4242,530)
  N=4 real_musique_hop_00075_3hop1__836699_15840_36002 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(1801,398)
  N=4 real_musique_hop_00075_3hop1__836699_15840_36002 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(4173,1047)
  N=4 real_musique_hop_00075_3hop1__836699_15840_36002 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3602,772)
  N=4 real_musique_hop_00075_3hop1__836699_15840_36002 seed=0 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3655,970)
  N=4 real_musique_hop_00075_3hop1__836699_15840_36002 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(10493,550)
  N=4 real_musique_hop_00075_3hop1__836699_15840_36002 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(1801,398)
